Category,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,roi/times,roi/currency,roi/percentage
ETH POW,doaibu,doa,Doaibu,https://assets.coingecko.com/coins/images/24467/large/200x200_DOA_Original.png?1650436738,0.00029027,0,,2902.7,28.34,,,,,,,0,10000000,10000000,5.42,-99.99464,2022-03-22T06:08:45.738Z,0,9.84E+36,2022-05-07T23:01:05.508Z,,2023-03-02T17:22:45.950Z,,,,
ETH POW,ethw-id,eid,ETHW ID,https://assets.coingecko.com/coins/images/28081/large/jWUF0xEF_400x400.jpeg?1667398009,0.00022983,0,,,51.27,0.00024773,0.00022779,-0.00001742620704,-7.0478,0,0,0,100000000,,0.00440357,-94.7806,2022-11-02T14:27:55.963Z,0.00022284,3.1409,2023-03-05T08:54:51.948Z,,2023-03-09T12:59:18.806Z,-0.3155018701,,,
ETH POW,bridgetech-usdt,busdt,BridgeTech USDT,https://assets.coingecko.com/coins/images/27459/large/busdt.png?1664158636,0.996917,0,,,6106.98,,,,,,,0,,,1.6,-37.82068,2022-10-07T11:16:06.512Z,0.803336,24.09718,2022-11-08T19:37:37.947Z,,2022-12-12T17:09:28.221Z,,,,
ETH POW,powerswap,power,PowerSwap,https://assets.coingecko.com/coins/images/28252/large/logo_200.png?1668672993,,,,,,,,,,,,,,,,,,,,,,,,,,
Entertainment,decentraland,mana,Decentraland,https://assets.coingecko.com/coins/images/878/large/decentraland-mana.png?1550108745,0.550077,1002409634,48,1206362188,80478003,0.571439,0.54495,-0.02136163321,-3.73822,-40830521.57,-3.91382,1822410768,2193202627,2193202627,5.85,-90.59731,2021-11-25T10:04:18.534Z,0.00923681,5855.8937,2017-10-31T00:00:00.000Z,26.50384762,usd,2650.384762,2023-03-09T13:01:10.869Z,-0.4041646837,
Entertainment,theta-token,theta,Theta Network,https://assets.coingecko.com/coins/images/2538/large/theta-token-logo.png?1548387191,0.963495,965062913,51,965062913,18455741,0.985024,0.952501,-0.02149670397,-2.18242,-20836626.74,-2.11346,1000000000,1000000000,1000000000,15.72,-93.87068,2021-04-16T13:15:11.190Z,0.04039979,2284.94197,2020-03-13T02:24:16.483Z,5.423303084,usd,542.3303084,2023-03-09T13:01:10.843Z,-0.4691959634,
Entertainment,enjincoin,enj,Enjin Coin,https://assets.coingecko.com/coins/images/1102/large/enjin-coin-logo.png?1547035078,0.389039,388020465,106,388020465,37202086,0.405026,0.385315,-0.01598738425,-3.94725,-18278065.5,-4.49868,1000000000,1000000000,1000000000,4.82,-91.92772,2021-11-25T09:53:41.955Z,0.01865964,1984.8731,2017-11-12T00:00:00.000Z,,,,2023-03-09T13:01:19.148Z,-0.2334572237,
Entertainment,smooth-love-potion,slp,Smooth Love Potion,https://assets.coingecko.com/coins/images/10366/large/SLP.png?1578640057,0.00278279,111264990,257,,12345512,0.00291187,0.00276979,-0.000100426198,-3.48313,-4054260.676,-3.51568,39950978613,,,0.399727,-99.30295,2021-07-13T10:04:32.975Z,0.00198772,40.17597,2023-01-01T13:50:19.126Z,,,,2023-03-09T13:01:13.167Z,-0.2656968989,
Entertainment,cocos-bcx,cocos,COCOS BCX,https://assets.coingecko.com/coins/images/4932/large/_QPpjoUi_400x400.jpg?1566430520,1.4,99367217,276,,17908016,1.46,1.36,-0.06133328464,-4.20134,-4395381.242,-4.236,71051748,71051748,,5.44,-74.30448,2021-11-20T18:43:23.013Z,0.00018783,744692.4402,2020-03-13T02:22:35.503Z,,,,2023-03-09T13:01:19.484Z,-1.047247002,
Entertainment,hxro,hxro,Hxro,https://assets.coingecko.com/coins/images/7805/large/Hxro_Profile_Transparent.png?1622443308,0.127999,58085658,394,,19060.32,0.131541,0.072431,0.00574132,4.69609,2550649,4.59287,454057266.9,1000000000,,0.800981,-83.98665,2021-06-05T00:59:41.210Z,0.00914678,1302.28495,2019-11-10T15:12:15.992Z,,,,2023-03-09T13:01:02.632Z,-0.2586515087,
Entertainment,verasity,vra,Verasity,https://assets.coingecko.com/coins/images/14025/large/VRA.jpg?1613797653,0.00533377,54885468,406,587730850,14081320,0.00573399,0.00530184,-0.0003026432736,-5.36943,-3418542.958,-5.86331,10305680354,110305680354,110356466695,0.086208,-93.81078,2021-11-01T00:04:34.118Z,0.00199511,167.43241,2021-02-23T11:58:52.567Z,,,,2023-03-09T13:01:11.286Z,-0.8849681709,
Entertainment,ultra,uos,Ultra,https://assets.coingecko.com/coins/images/4480/large/Ultra.png?1563356418,0.202253,54777455,407,202585399,1551509,0.213334,0.202298,-0.009163762214,-4.33444,-1924567.09,-3.39418,270391922.2,1000000000,1000000000,2.49,-91.86364,2021-11-25T07:59:48.825Z,0.02137354,846.28944,2019-09-02T00:00:00.000Z,3.045069706,usd,304.5069706,2023-03-09T13:01:13.012Z,-2.670155577,
Entertainment,everdome,dome,Everdome,https://assets.coingecko.com/coins/images/23267/large/Ix-ms0fq_400x400.jpg?1643414048,0.0016615,35989806,532,165779643,4500203,0.00173548,0.00160861,0.00002014,1.22714,342228,0.96003,21709424514,100000000000,100000000000,0.094188,-98.24417,2022-02-17T10:40:37.142Z,0.00136602,21.06575,2023-02-28T05:35:15.126Z,,,,2023-03-09T13:01:15.623Z,-1.138295964,
Entertainment,refereum,rfr,Refereum,https://assets.coingecko.com/coins/images/2102/large/refereum.png?1548608001,0.0061894,30227976,606,,571303,0.00644005,0.00617151,-0.0001806438073,-2.83583,-809910.4409,-2.60943,4877586401,5000000000,,0.050964,-87.8553,2021-04-03T00:39:18.147Z,0.00026445,2240.50329,2020-10-05T07:12:07.201Z,-0.3810601987,usd,-38.10601987,2023-03-09T12:59:49.810Z,-0.2375035084,
Entertainment,aioz-network,aioz,AIOZ Network,https://assets.coingecko.com/coins/images/14631/large/aioz-logo-200.png?1649237507,0.03128352,29309909,614,31280565,395715,0.03254941,0.03098179,-0.001028424639,-3.1828,-1005032.177,-3.3153,937000600,1000000000,1000000000,2.65,-98.82018,2021-04-03T11:55:34.211Z,0.03077403,1.63081,2023-01-08T14:52:29.457Z,,,,2023-03-09T13:01:10.592Z,-0.4725875185,
Entertainment,sport-and-leisure,snl,Sport and Leisure,https://assets.coingecko.com/coins/images/7762/large/745ba052-73b7-4735-a0bf-e75474def055.png?1550456328,0.113057,27668897,635,,0.226113,,,,,,,244734724.8,963252000,,0.283519,-60.12378,2021-11-30T15:29:19.045Z,0.00018874,59800.99357,2020-04-20T21:14:34.602Z,,,,2023-02-23T21:42:47.965Z,,
Entertainment,contentos,cos,Contentos,https://assets.coingecko.com/coins/images/8379/large/4036.png?1561085375,0.00637583,26542418,648,63271784,2962260,0.00661394,0.00626858,-0.0001298518156,-1.99598,-560803.8079,-2.06914,4160648781,9918149551,9918149551,0.084685,-92.47046,2019-07-08T00:53:37.027Z,0.00394219,61.74782,2022-11-09T23:29:51.420Z,,,,2023-03-09T13:01:09.746Z,-0.6390687231,
Entertainment,starlink,starl,StarLink,https://assets.coingecko.com/coins/images/16824/large/ZxJbRWJ.png?1625177900,0.00000249,24900955,673,,1532992,0.00000264,0.00000248,-7.74E-08,-3.01373,-732241.0584,-2.85661,9979164888211,10000000000000,,0.00008821,-97.1707,2021-11-25T10:19:49.634Z,1.48E-07,1584.66405,2021-07-01T22:57:44.002Z,,,,2023-03-09T13:01:12.524Z,-1.535104676,
Entertainment,phantasma,soul,Phantasma,https://assets.coingecko.com/coins/images/4130/large/phantasma.png?1548331035,0.217208,23647191,693,,225944,0.230019,0.215052,-0.005228324149,-2.35048,-639955.1245,-2.63495,108878561,108878561,,3.96,-94.51764,2021-12-01T08:14:28.872Z,0.00960482,2161.44934,2020-03-16T11:09:17.641Z,-0.05561682849,usd,-5.561682849,2023-03-09T13:01:00.234Z,-0.133476054,
Entertainment,deapcoin,dep,DEAPCOIN,https://assets.coingecko.com/coins/images/10970/large/DEAPcoin_01.png?1586741677,0.00384164,18567697,775,,6987237,0.00390268,0.00378157,-0.00004412254369,-1.13549,-223142.208,-1.18751,4836107347,30000000000,,0.07894,-95.11896,2021-11-24T23:45:00.680Z,0.00244763,57.4215,2022-12-30T01:01:44.478Z,,,,2023-03-09T12:59:58.765Z,0.5846433551,
Entertainment,viberate,vib,Viberate,https://assets.coingecko.com/coins/images/983/large/Viberate.png?1547034873,0.097457,17769581,791,,3332320,0.100207,0.094572,0.00079718,0.82473,127272,0.7214,182563873.8,200000000,,0.732219,-86.68975,2018-01-09T00:00:00.000Z,0.00604827,1511.37195,2020-03-13T02:24:10.278Z,-0.02543065672,usd,-2.543065672,2023-03-09T13:01:15.816Z,-0.09059176612,
Entertainment,cosplay-token-2,cot,Cosplay Token,https://assets.coingecko.com/coins/images/21294/large/brave_ZxsjzUc8xn.png?1638874098,0.02605702,17660070,794,26266645,23300,0.02710415,0.02615784,-0.001044599221,-3.85438,-542260.3442,-2.97907,672338228.3,1000000000,1000000000,0.357248,-92.6768,2022-03-23T12:43:38.792Z,0.02363682,10.6833,2022-08-20T19:03:29.631Z,,,,2023-03-09T13:00:27.279Z,-2.503261349,
Entertainment,catecoin,cate,CateCoin,https://assets.coingecko.com/coins/images/15364/large/logo.png?1620647627,4.93E-07,16937699,798,49268105,772257,5.19E-07,4.91E-07,-1.77E-08,-3.46304,-607645.745,-3.46329,34378628154281,100000000000000,100000000000000,0.00001176,-95.73075,2021-11-10T00:29:31.177Z,3.02E-11,1659846.612,2021-09-18T12:03:09.544Z,,,,2023-03-09T13:01:10.978Z,-1.809218983,
Entertainment,aventus,avt,Aventus,https://assets.coingecko.com/coins/images/901/large/1673958879448.jpeg?1676793873,1.67,15594701,830,,2047870,2.18,1.068,0.559665,50.31181,5247380,50.71245,9301827.388,10600000,,7.04,-76.18449,2018-01-07T00:00:00.000Z,0,1.83E+37,2021-08-27T07:37:51.359Z,-0.5431532415,usd,-54.31532415,2023-03-09T13:01:09.399Z,-13.7668914,
Entertainment,stratos,stos,Stratos,https://assets.coingecko.com/coins/images/16213/large/token_512x512.png?1623313898,0.558835,15109528,839,,653711,0.612201,0.552714,-0.01764797479,-3.06132,-478172.7565,-3.06763,27012647,100000000,,5.48,-89.67092,2021-11-25T19:50:30.033Z,0,4.57E+36,2021-10-26T09:58:04.945Z,,,,2023-03-09T13:01:05.405Z,-0.7173411723,
Entertainment,bepro-network,bepro,BEPRO Network,https://assets.coingecko.com/coins/images/10251/large/logo.png?1610592699,0.00138975,13898121,868,13898121,791511,0.00153213,0.00136488,-0.0001306135424,-8.59096,-1309523.911,-8.61096,10000000000,10000000000,10000000000,0.04623739,-96.99216,2021-03-16T06:55:52.186Z,0.00033909,310.14039,2020-12-26T04:55:14.375Z,-0.3051266119,usd,-30.51266119,2023-03-09T13:01:16.964Z,0.2543632971,
Entertainment,og-fan-token,og,OG Fan Token,https://assets.coingecko.com/coins/images/11663/large/og.jpg?1592838119,2.47,9319365,983,,1746897,2.63,2.48,-0.1296899423,-4.99133,-448096.2442,-4.58764,3757913,5000000,,23.25,-89.32471,2020-12-30T02:30:26.107Z,1.18,110.04365,2022-05-12T06:17:01.402Z,,,,2023-03-09T12:59:55.716Z,-1.026233657,
Entertainment,netvrk,ntvrk,Netvrk,https://assets.coingecko.com/coins/images/15721/large/netvrk_icon.png?1627536091,0.160013,6709534,1113,16061183,426827,0.175481,0.158654,-0.009683762125,-5.7065,-382861.9953,-5.3982,41774844.37,100000000,100000000,7.33,-97.82529,2021-11-25T15:29:36.310Z,0.052785,202.11352,2021-07-07T13:57:09.315Z,,,,2023-03-09T13:00:59.850Z,-0.1474067017,
Entertainment,chain-games,chain,Chain Games,https://assets.coingecko.com/coins/images/12257/large/chain-pfp-logo.png?1671678582,0.02001646,5673508,1196,10008232,31168,0.02149724,0.01998599,-0.001460195897,-6.79899,-402705.3538,-6.62757,283442095.6,493499998.3,500000000,1.03,-98.056,2021-03-23T14:33:42.003Z,0.00953628,109.9376,2020-12-24T12:24:22.694Z,,,,2023-03-09T13:00:58.067Z,-4.511914053,
Entertainment,chimaera,wchi,XAYA,https://assets.coingecko.com/coins/images/2091/large/xaya200x200.png?1656561479,0.089233,5140299,1246,,19036.03,0.089468,0.087418,0.00116321,1.32079,67019,1.32102,57605492.96,77303932,,0.766229,-88.36283,2021-11-09T21:29:14.649Z,0.00152533,5745.78996,2020-08-19T17:25:27.515Z,-0.7936835175,btc,-79.36835175,2023-03-09T13:01:08.930Z,0.350918734,
Entertainment,videocoin,vid,Vivid Labs,https://assets.coingecko.com/coins/images/3376/large/1638280236344.jpg?1645083911,0.02280529,3996802,1362,,43928,0.02383575,0.02279548,-0.001021771855,-4.28828,-176845.6447,-4.2372,175257301.3,265000000,,1.053,-97.83488,2021-03-31T17:35:35.802Z,0.01091258,108.89168,2022-12-30T23:30:08.986Z,,,,2023-03-09T13:01:16.203Z,-0.2203265237,
Entertainment,battle-pets,pet,Hello Pets,https://assets.coingecko.com/coins/images/14354/large/hello_pets.jpg?1675847422,0.147257,2891901,1512,29422114,45371,0.148813,0.145554,-0.00009936721232,-0.06743,-4789.908906,-0.16536,19658010.58,200000000,200000000,1.83,-92.01604,2021-05-02T18:02:55.557Z,0.02524779,478.34946,2022-08-27T09:17:59.413Z,,,,2023-03-09T13:00:51.728Z,0.7441384924,
Entertainment,bytz,bytz,BYTZ,https://assets.coingecko.com/coins/images/4017/large/bytz.png?1584519997,0.00031185,2776587,1534,4317119,30.52,0.00037925,0.00031157,-0.00006603023649,-17.47392,-587961.7112,-17.4752,8903636297,13843636317,,0.03023546,-98.9686,2021-09-10T23:57:49.441Z,0.00002017,1445.75417,2020-09-21T08:04:30.147Z,-0.9844075695,usd,-98.44075695,2023-03-09T09:57:49.021Z,,
Entertainment,mch-coin,mchc,MCH Coin,https://assets.coingecko.com/coins/images/15399/large/MCHC.jpg?1620721307,0.086974,2605193,1563,4342839,33873,0.091288,0.082519,-0.002344193553,-2.62453,-85270.27826,-3.16935,29994123,31027010,50000000,2.74,-96.9505,2021-07-30T05:15:27.404Z,0.02296778,263.93963,2022-06-18T20:17:17.271Z,,,,2023-03-09T13:00:24.669Z,4.277997458,
Entertainment,decentral-games-old,dg,Decentral Games (Old),https://assets.coingecko.com/coins/images/13267/large/%28Old%29_DG.png?1639209538,37.02,1579158,1796,37020656,0,37.45,37.02,-0.4293261459,-1.1464,-15856.92439,-0.99416,42656.12784,1000000,1000000,679.28,-94.55004,2021-11-25T21:52:24.766Z,0.02807472,131764.7524,2023-02-05T01:40:19.382Z,,,,2023-03-09T13:00:59.010Z,0,
Entertainment,iqeon,iqn,IQeon,https://assets.coingecko.com/coins/images/1736/large/IQN_logo_64x64.png?1547036010,0.277581,1521656,1823,,52426,0.28679,0.273737,0.00095584,0.34554,10446.74,0.69128,5491860.199,5491860.199,,3.42,-91.88165,2021-11-21T17:04:37.205Z,0.076053,265.58117,2019-03-08T00:00:00.000Z,-0.9411468399,eth,-94.11468399,2023-03-09T13:00:56.953Z,0.09357110141,
Entertainment,deepspace,dps,DEEPSPACE,https://assets.coingecko.com/coins/images/17953/large/f1LFu897_400x400.jpg?1629898614,0.02436783,1520388,1824,2437580,6135.34,0.02457011,0.02362289,0.00069497,2.93574,46119,3.12827,62372839.3,89293203.56,100000000,0.874276,-97.21652,2021-11-13T19:49:59.946Z,5.51E-10,4419707105,2021-09-03T17:00:00.807Z,,,,2023-03-09T12:59:48.694Z,0.3934719493,
Entertainment,ig-gold,igg,IG Gold,https://assets.coingecko.com/coins/images/7697/large/N7aEdYrY_400x400.png?1561587437,0.00009103,1048105,2018,,1654.31,0.00009422,0.00008977,-0.00000314368316,-3.33813,-35092.36894,-3.2397,11509525524,48132126676,,2.26,-99.99596,2019-03-25T21:21:42.754Z,0.00002999,203.85821,2020-03-13T02:39:27.319Z,,,,2023-03-09T13:00:28.222Z,-0.1291883131,
Entertainment,monsterra,mstr,Monsterra,https://assets.coingecko.com/coins/images/24377/large/MSTR.png?1660801591,0.134485,906193,2102,13405771,84224,0.137153,0.126313,0.00730277,5.74196,153503,20.394,6759722,99460000,100000000,0.571843,-76.61652,2022-08-28T07:29:03.680Z,0.126181,5.97241,2023-03-08T12:25:15.427Z,,,,2023-03-09T13:01:12.734Z,1.151082743,
Entertainment,gameflip,flp,Gameflip,https://assets.coingecko.com/coins/images/2173/large/flp.png?1547036470,0.01249615,704783,2223,,922.22,0.0125315,0.01244749,-0.00001725957849,-0.13793,-170.4378856,-0.02418,56400000,100000000,,0.268295,-95.34238,2020-12-08T03:17:24.695Z,0.0013853,802.05646,2020-12-24T07:17:07.002Z,-0.9983881479,eth,-99.83881479,2023-03-08T20:21:41.916Z,,
Entertainment,falcon-token,fnt,Falcon Project,https://assets.coingecko.com/coins/images/11579/large/falcon_ava_black.png?1591317863,0.00004584,638235,2271,,229.22,0.00004668,0.00004499,7.89E-07,1.7504,10453.93,1.66522,13921742367,85000000000,,0.006536,-99.29859,2021-02-19T18:29:18.280Z,0.0000448,2.33978,2023-03-07T22:30:49.990Z,,,,2023-03-09T00:11:20.661Z,,
Entertainment,nitro-league,nitro,Nitro League,https://assets.coingecko.com/coins/images/21668/large/_X6vYBDM_400x400.jpg?1639705848,0.00783053,335850,2607,7831652,130157,0.00838156,0.00756046,-0.0005461161062,-6.51951,-25494.45705,-7.05544,42883725,1000000000,1000000000,0.146908,-94.66223,2021-12-17T04:37:34.193Z,0.00101216,674.74253,2022-02-27T00:09:52.757Z,,,,2023-03-09T13:01:02.112Z,-1.190355682,
Entertainment,vibe,vibe,VIBE,https://assets.coingecko.com/coins/images/948/large/vibe.png?1547034809,0.00152954,286226,2684,,29.59,0.00197779,0.00152762,-0.0001302274211,-7.84612,-24587.67434,-7.91076,187131712,267000000,,2.25,-99.93212,2018-01-10T00:00:00.000Z,0.00087685,74.43509,2022-12-24T13:31:26.864Z,,,,2023-03-09T07:16:17.715Z,,
Entertainment,fanstime,fti,FansTime,https://assets.coingecko.com/coins/images/4952/large/fanstime.png?1547395397,0.00004374,277837,2695,,15679.64,0.00004518,0.00004273,-0.000001330018494,-2.95123,-10561.25436,-3.66204,6350000000,10000000000,,0.01049072,-99.58309,2018-07-27T05:04:34.663Z,0.00004273,2.35456,2023-03-09T08:45:30.189Z,,,,2023-03-09T12:59:47.372Z,0.003317473612,
Entertainment,chain-of-legends,cleg,Chain of Legends,https://assets.coingecko.com/coins/images/26440/large/logo1.png?1658108765,0.00687228,276343,2697,6872279,40045,0.0076914,0.00687247,-0.0005824705727,-7.81342,-23483.78173,-7.83246,40211190.8,864294057,1000000000,0.01528835,-52.3185,2023-02-02T08:29:12.978Z,0.00426071,71.0917,2022-10-24T09:25:33.239Z,,,,2023-03-09T13:01:09.064Z,-6.833843866,
Entertainment,kingdom-game-4-0,kdg,Kingdom Game 4.0,https://assets.coingecko.com/coins/images/10914/large/8VIE2nF1_400x400.jpg?1585890794,0.00115153,263976,2720,,750.86,0.00121811,0.00115072,-0.00005133336113,-4.26759,-11654.77887,-4.2284,229171842.1,954609500,,0.193677,-99.40514,2020-04-10T05:32:46.326Z,0.00062579,84.10385,2021-07-23T03:53:12.636Z,,,,2023-03-09T12:59:43.962Z,-0.6523061019,
Entertainment,meme-lordz,$lordz,Meme Lordz,https://assets.coingecko.com/coins/images/17412/large/meme-lordz-icon-green.png?1627570797,0.00244315,232159,2784,,54.87,0.00246369,0.00240657,0.00002137,0.88223,2444.82,1.06429,94993471.31,100000000,,0.297258,-99.17724,2021-09-13T19:34:20.027Z,0.0019705,24.11704,2023-01-03T10:40:38.924Z,,,,2023-03-09T12:59:42.731Z,0.03700626189,
Entertainment,plair,pla,Plair,https://assets.coingecko.com/coins/images/4906/large/plair-logo.png?1547040327,0.00000448,226806,2794,448143,450.31,,,,,,,50610108544,100000000000,100000000000,0.00034333,-98.69473,2021-04-17T01:26:51.387Z,0.00000164,172.50841,2022-11-30T00:04:47.402Z,,,,2023-03-04T06:32:08.874Z,,
Entertainment,rac,rac,RAC,https://assets.coingecko.com/coins/images/12675/large/rac_logo_%281%29.jpg?1601526417,0.335217,205857,2837,3352173,502.78,,,,,,,614100,10000000,10000000,10.46,-96.79556,2020-10-02T00:58:22.310Z,0.320564,4.57121,2023-03-03T03:15:30.922Z,,,,2023-03-06T08:47:41.954Z,,
Entertainment,gamyfi-token,gfx,GamyFi,https://assets.coingecko.com/coins/images/14559/large/circle-cropped_%281%29.png?1617008124,0.04650631,149203,2993,466258,18624.94,0.0476424,0.04280177,-0.0009550447524,-2.01226,-3067.796791,-2.0147,3200000,10000000,10000000,10.42,-99.586,2021-03-30T07:05:38.313Z,0.02134886,102.07159,2023-02-26T19:01:26.826Z,,,,2023-03-09T13:00:16.595Z,7.359955146,
Entertainment,zenzo,znz,ZENZO,https://assets.coingecko.com/coins/images/6734/large/Ln7KSa6.png?1547042971,0.00389272,120375,3079,,15.85,0.00390501,0.00291393,0.00037128,10.54344,11505.5,10.56817,30925516.3,83000000,,3.34,-99.88355,2019-04-02T13:07:45.176Z,0.0000489,7864.05313,2022-12-01T07:01:11.392Z,,,,2023-03-09T12:57:12.202Z,-0.1835501584,
Entertainment,concertvr,cvt,concertVR,https://assets.coingecko.com/coins/images/2914/large/cvt.png?1547037094,0.00190084,80751,3240,950737,21.06,0.00229578,0.00050898,-0.0003886881616,-16.97678,-16441.37251,-16.91628,42467700,113049000,500000000,1.26,-99.84942,2019-03-04T17:09:30.756Z,0.00050898,273.36481,2023-03-08T23:35:27.884Z,-0.9917328277,eth,-99.17328277,2023-03-09T13:01:16.380Z,0.00614325605,
Entertainment,singulardtv,sngls,SingularDTV,https://assets.coingecko.com/coins/images/521/large/singulardtv.png?1547034199,0.00008434,75059,3267,,99.85,0.00008622,0.00008428,-0.000001593756446,-1.85462,-3906.497316,-4.94711,890000000,1000000000,,0.435405,-99.98063,2018-01-08T00:00:00.000Z,0.00005126,64.54232,2022-06-18T20:54:33.980Z,,,,2023-03-09T12:59:14.363Z,-0.2478734862,
Entertainment,defiville-island,isla,DefiVille Island,https://assets.coingecko.com/coins/images/14471/large/256.png?1616384288,0.059477,61886,3326,,1072.79,,,,,,,1040508.659,7000000,,9.37,-99.36491,2021-11-24T06:04:57.452Z,0.0334603,77.75427,2023-02-18T20:44:23.403Z,,,,2023-03-08T05:00:11.509Z,,
Entertainment,graviton-zero,grav,Graviton Zero,https://assets.coingecko.com/coins/images/21844/large/kfw9xA0X_400x400.jpg?1640129436,0.00019964,18160.16,3605,59887,1.41,0.00021486,0.0001993,-0.00001448161068,-6.76315,-1315.870561,-6.75636,90971520.44,300000000,300000000,0.362157,-99.94485,2021-12-21T23:48:22.101Z,0.00019614,1.83115,2023-03-05T02:40:49.119Z,,,,2023-03-09T13:00:37.991Z,-0.05369125746,
Entertainment,kineko,kko,KKO Protocol,https://assets.coingecko.com/coins/images/15366/large/kko-coingecko.png?1658982821,0.00040567,8518.6,3695,,35.79,0.00041129,0.00038636,0.00001087,2.7536,232.44,2.8052,20988492.19,59960215.05,,3.28,-99.9876,2021-05-14T22:38:28.943Z,0.0003574,13.89569,2023-02-19T16:55:16.335Z,,,,2023-03-09T12:58:44.722Z,-0.9144014087,
Entertainment,mainstream-for-the-underground,mftu,Mainstream For The Underground,https://assets.coingecko.com/coins/images/5519/large/Mainstream_for_the_underground.png?1534426154,7.00E-17,5.53E-08,3825,,135.08,7.00E-17,3.00E-17,1.00E-17,16.59353,7.93E-09,16.75398,788686597.6,1400000000,,0.00965359,-100,2020-10-06T16:57:17.044Z,3.00E-17,133.5894,2023-03-09T03:44:56.307Z,,,,2023-03-09T13:01:15.848Z,0.006397748892,
Entertainment,content-value-network,cvnt,Conscious Value Network,https://assets.coingecko.com/coins/images/5158/large/cvnt.png?1634711407,1.33,0,,,324190,1.4,1.22,-0.002261932021,-0.16998,0,0,0,1000000000,,4.03,-67.05052,2022-12-29T13:12:41.963Z,0.00189374,70050.78611,2020-03-13T02:25:12.210Z,7.864852927,eth,786.4852927,2023-03-09T12:59:50.207Z,1.302250483,
Entertainment,senso,senso,SENSO,https://assets.coingecko.com/coins/images/11064/large/senso.png?1587776458,0.143274,0,,847890232,217618,0.149695,0.142274,-0.005884554685,-3.94517,0,0,0,715280000,5915280000,3.28,-95.62608,2021-11-21T15:33:13.593Z,0.104096,37.62085,2022-11-21T11:35:17.972Z,,,,2023-03-09T13:01:18.576Z,0.262789606,
Entertainment,geocoin,geo,Geocoin,https://assets.coingecko.com/coins/images/658/large/geocoin.png?1548126982,0.03433213,0,,,34.33,0.03433903,0.03407562,0.00019984,0.5855,0,0,0,4000000,,18.66,-99.81597,2018-01-04T00:00:00.000Z,0.0126208,172.02816,2015-09-04T00:00:00.000Z,,,,2023-03-08T16:14:52.313Z,,
Entertainment,cyberfm,cyfm,CyberFM,https://assets.coingecko.com/coins/images/5476/large/cyberfm.png?1547041216,8.19E-16,0,,,4.26,8.21E-16,8.19E-16,-2.00E-18,-0.18533,0,0,0,112567947135,,24.68,-100,2021-10-28T20:00:27.570Z,3.10E-16,164.23228,2022-12-01T01:24:51.051Z,,,,2023-03-08T14:00:11.956Z,,
Entertainment,dreams-quest,dreams,Dreams Quest,https://assets.coingecko.com/coins/images/19012/large/DQ-token.png?1635856569,0.00270519,0,,10851792,350035,0.00286412,0.00267149,-0.00007248091009,-2.60941,0,0,0,787029030,4000000000,1.82,-99.8517,2021-11-02T18:23:55.206Z,0.00124409,117.24598,2022-12-17T06:36:24.909Z,,,,2023-03-09T13:00:30.188Z,0.08697936178,
Entertainment,truefeedbackchain,tfbx,Truefeedback,https://assets.coingecko.com/coins/images/8842/large/5rd7a55q_400x400.png?1562902557,0.00030389,0,,,50863,0.00031509,0.00029879,-0.000005437768892,-1.7579,0,0,0,4663481447,,0.01835316,-98.36248,2021-04-25T12:49:59.873Z,0.00005009,499.9978,2020-03-29T17:22:37.293Z,0.5194749831,usd,51.94749831,2023-03-09T13:00:15.604Z,1.43562568,
Entertainment,blue-baikal,bbc,Blue Baikal,https://assets.coingecko.com/coins/images/9130/large/symbol_Blue_Baikal.png?1586736403,0.00000871,0,,,24.89,0.00000872,0.00000758,3.53E-07,4.22205,0,0,0,100000000000,,0.00251951,-99.654,2019-08-01T05:35:46.715Z,0.000003,190.37662,2020-04-28T18:58:28.104Z,,,,2023-03-09T13:01:11.382Z,14.58598625,
Entertainment,beatzcoin,btzc,BeatzCoin,https://assets.coingecko.com/coins/images/5470/large/Beatzcoin-logo.png?1547041209,0.00001327,0,,,2.66,,,,,,,0,3000000000,,0.00582815,-99.77225,2021-03-17T07:45:07.700Z,0.00000452,193.50143,2023-01-22T20:19:29.781Z,,,,2023-03-07T20:49:43.944Z,,
Entertainment,monsterra-mag,mag,Monsterra MAG,https://assets.coingecko.com/coins/images/27152/large/MAG.png?1662203851,0.00276163,0,,,180.49,0.00291158,0.0026243,0.00008014,2.9886,0,0,0,,,0.00960438,-71.22349,2022-09-14T18:47:32.566Z,0.00126577,118.35055,2023-01-07T14:07:54.561Z,,,,2023-03-09T12:58:24.865Z,2.083393348,
Entertainment,game,gtc,Game,https://assets.coingecko.com/coins/images/2046/large/game.png?1547742459,0.0007466,0,,,20268,0.00076432,0.00073963,-0.000001590467096,-0.21257,0,0,0,2000000000,,0.468341,-99.84058,2018-04-22T04:12:04.727Z,0.00022512,231.66033,2022-06-05T09:41:09.570Z,-0.9983513018,btc,-99.83513018,2023-03-09T13:00:26.750Z,-0.5789174429,
