Category,id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,roi/times,roi/currency,roi/percentage
AAVE,aave-aave,aaave,Aave AAVE,https://assets.coingecko.com/coins/images/17248/large/amAAVE_2x.png?1626941140,72.19,0,,,1483.71,74.84,72.06,-2.642993369,-3.53172,0,0,0,1055540.342,,443.4,-83.70784,2021-08-17T12:17:43.687Z,46.21,56.33874,2022-06-19T06:02:50.088Z,,2023-03-09T12:13:48.921Z,0.1386927324,,,
AAVE,aave-amm-bptbalweth,aammbptbalweth,Aave AMM BptBALWETH,https://assets.coingecko.com/coins/images/17261/large/aAmmBptBALWETH.png?1626959531,239.53,0,,,0,243.42,238.81,-2.580553209,-1.06517,0,0,0,52.61349112,,1133.57,-78.85572,2021-09-04T13:07:05.461Z,140.31,70.82879,2022-06-18T21:00:56.647Z,,2023-03-09T12:07:00.739Z,0.3134295295,,,
AAVE,aave-amm-bptwbtcweth,aammbptwbtcweth,Aave AMM BptWBTCWETH,https://assets.coingecko.com/coins/images/17260/large/aAmmBptWBTCWETH.png?1626959325,89440,0,,,0,91099,89210,-1048.356523,-1.15856,0,0,0,0.05269167467,,280261,-68.08696,2021-11-10T15:08:42.571Z,61211,46.118,2022-06-18T21:00:55.052Z,,2023-03-09T12:00:06.569Z,0.2032529933,,,
AAVE,aave-amm-dai,aammdai,Aave AMM DAI,https://assets.coingecko.com/coins/images/17197/large/aAMMDAI_2x.png?1626940032,1.003,0,,,0,1.001,0.991064,0.00581159,0.58304,0,0,0,,,1.028,-2.47557,2021-10-03T18:07:17.491Z,0.965285,3.86383,2021-12-04T05:09:17.970Z,,2023-03-09T12:00:06.638Z,0.2032529933,,,
AAVE,aave-amm-uniaaveweth,aammuniaaveweth,Aave AMM UniAAVEWETH,https://assets.coingecko.com/coins/images/17232/large/aAmmUniAAVEWETH.png?1626921301,899.04,0,,,0,922.19,897.3,-22.57496817,-2.44796,0,0,0,0.138638317,,3139.94,-71.34912,2021-10-27T09:00:01.115Z,519.64,73.123,2022-06-18T21:00:54.732Z,,2023-03-09T12:07:00.618Z,0.2032529933,,,
AAVE,aave-amm-unibatweth,aammunibatweth,Aave AMM UniBATWETH,https://assets.coingecko.com/coins/images/17217/large/aAmmUniBATWETH.png?1626878218,53.18,0,,,0,54.07,52.58,-0.6275018508,-1.16614,0,0,0,17.35398495,,229.23,-76.79944,2021-11-26T03:08:50.070Z,38,39.95668,2022-12-30T08:00:01.289Z,,2023-03-09T12:00:05.388Z,0.2032529933,,,
AAVE,aave-amm-unicrvweth,aammunicrvweth,Aave AMM UniCRVWETH,https://assets.coingecko.com/coins/images/17220/large/aAmmUniCRVWETH.png?1626879022,526.32,0,,,0,545.54,525.3,-18.88246581,-3.46123,0,0,0,0.00004136273303,,1773.24,-70.29957,2021-11-25T18:08:41.020Z,272.41,93.33477,2022-06-18T21:00:55.117Z,,2023-03-09T12:07:00.623Z,0.2032529933,,,
AAVE,aave-amm-unidaiusdc,aammunidaiusdc,Aave AMM UniDAIUSDC,https://assets.coingecko.com/coins/images/17218/large/aAmmUniDAIUSDC.png?1626878648,2258751,0,,,0,2259699,2239231,13184.12,0.58674,0,0,0,0.000009089043296,,2312473,-2.26016,2022-05-12T07:08:32.325Z,2181060,3.62883,2021-12-04T05:09:16.456Z,,2023-03-09T12:07:00.558Z,0.2032797547,,,
AAVE,aave-amm-unidaiweth,aammunidaiweth,Aave AMM UniDAIWETH,https://assets.coingecko.com/coins/images/17230/large/aAmmUniDAIWETH.png?1626920804,141.43,0,,,0,142.34,140.51,-0.177485415,-0.12534,0,0,0,4.896831006,,218.51,-35.27586,2021-11-10T14:07:38.023Z,101.65,39.13654,2022-06-18T21:00:56.310Z,,2023-03-09T12:00:03.186Z,0.2037761129,,,
AAVE,aave-amm-unilinkweth,aammunilinkweth,Aave AMM UniLINKWETH,https://assets.coingecko.com/coins/images/17221/large/aAmmUniLINKWETH.png?1626879669,323.09,0,,,0,329.71,321.9,-6.299735697,-1.91167,0,0,0,149.9486828,,1226.81,-73.65184,2021-11-10T16:08:41.729Z,217.97,48.29385,2022-06-18T20:07:48.142Z,,2023-03-09T12:07:00.530Z,0.2032442405,,,
AAVE,aave-amm-unimkrweth,aammunimkrweth,Aave AMM UniMKRWETH,https://assets.coingecko.com/coins/images/17222/large/aAmmUniMKRWETH.png?1626880292,3182.2,0,,,0,3281.28,3142.96,-50.00159584,-1.54629,0,0,0,0.582314809,,10109.12,-68.50726,2021-11-03T16:00:35.907Z,2040.37,56.03237,2022-06-18T21:00:54.911Z,,2023-03-09T12:07:00.528Z,0.7184964213,,,
AAVE,aave-amm-unirenweth,aammunirenweth,Aave AMM UniRENWETH,https://assets.coingecko.com/coins/images/17223/large/aAmmUniRENWETH.png?1626880629,46.8,0,,,0,49.13,46.7,-2.237738647,-4.56095,0,0,0,6,,228.42,-79.50063,2021-10-26T18:08:21.738Z,29.96,56.28724,2022-12-25T15:00:01.075Z,,2023-03-09T12:07:00.621Z,0.2032529933,,,
AAVE,aave-amm-unisnxweth,aammunisnxweth,Aave AMM UniSNXWETH,https://assets.coingecko.com/coins/images/17224/large/aAmmUniSNXWETH.png?1626880874,257.24,0,,,0,274.54,256.57,-17.30143916,-6.30194,0,0,0,265.7126778,,765.6,-66.40003,2021-09-16T08:00:01.446Z,130.41,97.26214,2022-06-18T20:01:00.388Z,,2023-03-09T12:00:01.239Z,0.2033264959,,,
AAVE,aave-amm-uniuniweth,aammuniuniweth,Aave AMM UniUNIWETH,https://assets.coingecko.com/coins/images/17225/large/aAmmUniUNIWETH.png?1626881095,443.8,0,,,0,457.85,442.65,-13.45633813,-2.94284,0,0,0,2.832587629,,1561.79,-71.58391,2021-11-10T17:08:56.151Z,241.22,83.98487,2022-06-18T21:00:55.167Z,,2023-03-09T12:00:03.750Z,0.2032529933,,,
AAVE,aave-amm-uniusdcweth,aammuniusdcweth,Aave AMM UniUSDCWETH,https://assets.coingecko.com/coins/images/17219/large/aAmmUniUSDCWETH.png?1626879118,167891584,0,,,0,168944045,167458721,-370678.6079,-0.2203,0,0,0,3.10E-07,,250614592,-33.00806,2021-12-01T08:02:21.530Z,119099853,40.96708,2022-06-18T21:00:56.353Z,,2023-03-09T12:00:05.906Z,0.2034623978,,,
AAVE,aave-amm-uniwbtcusdc,aammuniwbtcusdc,Aave AMM UniWBTCUSDC,https://assets.coingecko.com/coins/images/17255/large/aAmmUniWBTCUSDC.png?1626956709,48822354461482,0,,,0,49308374039854,48728091960272,-454543394160,-0.92184,0,0,0,1.41E-11,,62956591992427,-22.40077,2021-11-10T14:07:39.791Z,32826283695800,48.82535,2022-11-22T10:00:10.174Z,,2023-03-09T12:07:00.678Z,0.2032529933,,,
AAVE,aave-amm-uniwbtcweth,aammuniwbtcweth,Aave AMM UniWBTCWETH,https://assets.coingecko.com/coins/images/17231/large/aAmmUniWBTCWETH.png?1626921113,1429909120,0,,,0,1456873939,1426227543,-23749430.71,-1.63377,0,0,0,1.89E-07,,4363510876,-67.23031,2021-11-10T15:08:42.245Z,988929857,44.59156,2022-06-18T20:01:00.529Z,,2023-03-09T12:00:04.030Z,0.2033453942,,,
AAVE,aave-amm-uniyfiweth,aammuniyfiweth,Aave AMM UniYFIWETH,https://assets.coingecko.com/coins/images/17258/large/aAmmUniYFIWETH.png?1626958146,17758.12,0,,,0,18939.58,17636.73,-1170.160903,-6.17839,0,0,0,3.451110208,,57229,-68.95012,2021-11-09T04:08:51.107Z,8895.36,99.76042,2022-06-18T21:00:55.798Z,,2023-03-09T12:07:00.653Z,,,,
AAVE,aave-amm-usdc,aammusdc,Aave AMM USDC,https://assets.coingecko.com/coins/images/17226/large/aAMMUSDC_2x.png?1626939994,1.002,0,,,0,1.008,0.993607,0.00003973,0.00396,0,0,0,919558.9387,,1.04,-3.55239,2022-05-12T07:01:59.485Z,0.978489,2.50866,2021-12-04T05:09:18.128Z,,2023-03-09T12:07:00.809Z,0.2032529933,,,
AAVE,aave-amm-usdt,aammusdt,Aave AMM USDT,https://assets.coingecko.com/coins/images/17200/large/aAMMUSDT_2x.png?1626873261,1.001,0,,,0,1.006,0.998078,-0.002459335147,-0.24506,0,0,0,303625.2014,,1.032,-3.01732,2021-10-03T18:07:16.704Z,0.973943,2.78997,2021-12-04T05:09:17.813Z,,2023-03-09T12:00:05.752Z,0.2032529933,,,
AAVE,aave-amm-wbtc,aammwbtc,Aave AMM WBTC,https://assets.coingecko.com/coins/images/17215/large/aAMMWBTC_2x.png?1626879028,21676,0,,,0,22132,21620,-350.9496919,-1.59326,0,0,0,46.6702571,,68866,-68.52393,2021-11-10T15:08:43.859Z,15543.79,39.45264,2022-11-22T10:00:14.566Z,,2023-03-09T12:00:05.871Z,0.2032529933,,,
AAVE,aave-amm-weth,aammweth,Aave AMM WETH,https://assets.coingecko.com/coins/images/17259/large/aAMMWETH_2x.png?1626958225,1536.04,0,,,0,1561.21,1532.08,-14.70687495,-0.94837,0,0,0,1215.745583,,4858.03,-68.38145,2021-11-10T15:08:43.779Z,896.76,71.28719,2022-06-18T21:00:56.854Z,,2023-03-09T12:00:05.940Z,0.2032529933,,,
AAVE,aave-bal,abal,Aave BAL,https://assets.coingecko.com/coins/images/17242/large/aBAL_2x.png?1626940749,6.19,0,,,0,6.29,6.17,-0.08089880635,-1.28972,0,0,0,278011.9787,,34.88,-82.25072,2021-09-04T13:07:07.586Z,3.75,65.32844,2022-06-19T03:00:46.677Z,,2023-03-09T12:00:05.945Z,0.3409986886,,,
AAVE,aave-bat,abat,Aave BAT,https://assets.coingecko.com/coins/images/14246/large/aBAT.1fe436f7_-_Copy.png?1615528663,0.240863,0,,,0,0.244959,0.235796,-0.002916429836,-1.19634,0,0,0,14126308.36,,1.86,-87.0679,2021-11-28T01:02:09.902Z,0.163604,47.22299,2022-12-30T08:00:02.649Z,,2023-03-09T12:00:06.347Z,0.2032529933,,,
AAVE,aave-bat-v1,abat,Aave BAT v1,https://assets.coingecko.com/coins/images/11726/large/aBAT.png?1593086569,0.240863,0,,,2.42,0.245035,0.235796,-0.003630787048,-1.48502,0,0,0,512180.9532,,1.86,-87.0679,2021-11-28T01:02:08.982Z,0.163586,47.23974,2022-12-30T15:07:03.503Z,,2023-03-09T12:00:05.784Z,0.2032529933,,,
AAVE,aave-busd,abusd,Aave BUSD,https://assets.coingecko.com/coins/images/14245/large/aBUSD.346a65d7_-_Copy.png?1615528703,1.003,0,,,0,1.008,0.992477,0.00607356,0.60901,0,0,0,298006,,1.15,-12.74928,2021-05-19T13:01:13.054Z,0.949913,5.62559,2021-05-19T13:07:31.922Z,,2023-03-09T12:00:05.386Z,0.2032529933,,,
AAVE,aave-busd-v1,abusd,Aave BUSD v1,https://assets.coingecko.com/coins/images/11736/large/aBUSD.png?1593085489,1.003,0,,,465058,1.008,0.992477,0.00898739,0.90383,0,0,0,298006,,1.15,-12.74928,2021-05-19T13:01:13.927Z,0.916981,9.41906,2020-08-02T04:48:42.157Z,,2023-03-09T12:07:00.572Z,0.2032529933,,,
AAVE,aave-crv,acrv,Aave CRV,https://assets.coingecko.com/coins/images/17250/large/aCRV_2x.png?1626941642,0.897533,0,,,0,0.950039,0.895801,-0.05192685276,-5.46576,0,0,0,,,6.72,-86.63549,2022-01-04T06:09:46.018Z,0.414223,116.81827,2022-11-22T11:07:03.073Z,,2023-03-09T12:07:00.699Z,0.2032529933,,,
AAVE,aave-dai,adai,Aave DAI,https://assets.coingecko.com/coins/images/14242/large/aDAI.84b6c41f.png?1615528749,1.002,0,,,0,1.001,0.991064,0.00581159,0.58304,0,0,0,0,,1.12,-10.29056,2021-05-19T13:01:14.562Z,0.95564,4.91205,2021-05-19T13:07:33.787Z,,2023-03-09T12:07:00.797Z,0.2032529933,,,
AAVE,aave-dai-v1,adai,Aave DAI v1,https://assets.coingecko.com/coins/images/10843/large/aDAI.png?1584698791,1.002,0,,,199.46,1.001,0.99005,0.00872393,0.87778,0,0,0,0,,1.71,-41.48339,2020-08-09T22:15:37.798Z,0.878635,14.10674,2021-01-31T15:38:36.615Z,,2023-03-09T12:07:00.648Z,0.2032529933,,,
AAVE,aave-enj,aenj,Aave ENJ,https://assets.coingecko.com/coins/images/14251/large/aENJ.ed76293b.png?1615528574,0.384291,0,,,0,0.407055,0.383302,-0.02276388161,-5.59234,0,0,0,6749012.714,,4.81,-92.00939,2021-11-25T10:01:47.259Z,0.230554,66.68158,2022-12-30T15:07:03.538Z,,2023-03-09T12:00:04.223Z,0.2032529933,,,
AAVE,aave-eth-v1,aeth,Aave ETH v1,https://assets.coingecko.com/coins/images/11619/large/aETH_2x.png?1591976597,1536.04,0,,,123.47,1561.69,1532.08,-17.655657,-1.13637,0,0,0,3945.080039,,4858.03,-68.38145,2021-11-10T15:08:43.491Z,221.57,593.2444,2020-06-28T00:00:00.000Z,,2023-03-09T12:00:05.446Z,0.2032529933,,,
AAVE,aave-gusd,agusd,Aave GUSD,https://assets.coingecko.com/coins/images/17246/large/aGUSD_2x.png?1626942603,1.001,0,,,0,1.003,0.998531,0.00100686,0.10064,0,0,0,1492212.1,,1.025,-2.34422,2021-09-13T14:00:13.084Z,0.967588,3.49958,2022-11-08T16:07:12.967Z,,2023-03-09T12:07:00.682Z,0.1961878263,,,
AAVE,aave-interest-bearing-steth,asteth,Aave Interest Bearing STETH,https://assets.coingecko.com/coins/images/24163/large/steth.jpg?1646634315,1534.61,0,,,0,1560.25,1530.67,-22.15611451,-1.42321,0,0,0,972977.9644,,3551.17,-56.78566,2022-04-03T23:02:07.137Z,838.49,83.02129,2022-06-18T21:00:54.905Z,,2023-03-09T12:00:06.409Z,0.2032529933,,,
AAVE,aave-knc,aknc,Aave KNC,https://assets.coingecko.com/coins/images/14250/large/aKNC.42bcd2e3.png?1615528613,0.680818,0,,,0,0.706905,0.665698,-0.02452624244,-3.4772,0,0,0,111045.8114,,5.71,-88.06939,2022-04-29T04:01:57.641Z,0.450217,51.2199,2023-01-02T02:00:05.082Z,,2023-03-09T12:00:06.162Z,0.2032529933,,,
AAVE,aave-knc-v1,aknc,Aave KNC v1,https://assets.coingecko.com/coins/images/11727/large/aKNC.png?1593083924,0.680818,0,,,33.98,0.706905,0.665698,-0.02452624244,-3.4772,0,0,0,81551.59897,,5.71,-88.06939,2022-04-29T04:01:58.310Z,0.450217,51.2199,2023-01-02T02:00:06.397Z,,2023-03-09T12:00:05.551Z,0.2032529933,,,
AAVE,aave-link,alink,Aave LINK,https://assets.coingecko.com/coins/images/14315/large/aLINK.412c6589.png?1615527827,6.59,0,,,0,6.78,6.55,-0.1829432467,-2.6997,0,0,0,14686590.37,,52.48,-87.43519,2021-05-10T05:10:48.367Z,5.41,21.92899,2022-06-13T12:01:41.017Z,,2023-03-09T12:07:00.883Z,0.2032529933,,,
AAVE,aave-link-v1,alink,Aave LINK v1,https://assets.coingecko.com/coins/images/11729/large/aLINK.png?1593084323,6.59,0,,,12710.52,6.74,6.55,-0.1022383288,-1.52692,0,0,0,389256.0603,,52.48,-87.43519,2021-05-10T05:10:42.404Z,4.47,47.36278,2020-06-28T00:00:00.000Z,,2023-03-09T12:00:07.140Z,0.2032529933,,,
AAVE,aave-mana,amana,Aave MANA,https://assets.coingecko.com/coins/images/14267/large/aMANA.f89a1098.png?1615528680,0.55153,0,,,0,0.562442,0.545421,-0.006969121656,-1.24783,0,0,0,9959057.115,,5.86,-90.59481,2021-11-25T10:02:10.941Z,0.288661,91.06512,2022-12-30T15:07:04.211Z,,2023-03-09T12:00:06.316Z,0.2032529933,,,
AAVE,aave-mana-v1,amana,Aave MANA v1,https://assets.coingecko.com/coins/images/11730/large/aMANA.png?1593084474,0.55153,0,,,1491.51,0.562442,0.545421,-0.006969121656,-1.24783,0,0,0,136036.4066,,5.86,-90.59272,2021-11-25T10:04:48.985Z,0.03520843,1466.47128,2020-06-28T04:08:52.461Z,,2023-03-09T12:00:02.559Z,0.2032529933,,,
AAVE,aave-mkr,amkr,Aave MKR,https://assets.coingecko.com/coins/images/14248/large/aMKR.ac965178.png?1615528346,870.47,0,,,0,910.34,851.15,-15.15166476,-1.70977,0,0,0,18576.12736,,6315.26,-86.2075,2021-05-03T22:02:13.570Z,505.38,72.35041,2023-01-03T23:07:05.318Z,,2023-03-09T12:07:00.747Z,1.231908535,,,
AAVE,aave-mkr-v1,amkr,Aave MKR v1,https://assets.coingecko.com/coins/images/11731/large/aMKR.png?1593084715,870.47,0,,,0,910.34,851.15,-25.7513987,-2.90588,0,0,0,503.2781152,,6315.26,-86.37535,2021-05-03T22:02:14.216Z,432.39,98.99275,2020-09-23T20:53:21.497Z,,2023-03-09T12:07:00.693Z,0,,,
AAVE,aave-polygon-aave,amaave,Aave Polygon AAVE,https://assets.coingecko.com/coins/images/17239/large/amAAVE_2x.png?1626940769,73.07,0,,,0,74.19,72.04,-1.119868947,-1.50936,0,0,0,,,470.81,-84.47883,2021-09-03T16:00:33.816Z,46.05,58.70102,2022-06-18T21:00:55.939Z,,2023-03-09T12:00:05.973Z,,,,
AAVE,aave-polygon-dai,amdai,Aave Polygon DAI,https://assets.coingecko.com/coins/images/17251/large/amDAI_2x.png?1626942084,1.001,0,,,1551.49,1.007,0.98992,0.01108184,1.11947,0,0,0,,,1.28,-21.72833,2021-09-06T09:00:26.780Z,0.873471,14.60057,2021-11-19T05:08:53.927Z,,2023-03-09T12:00:06.131Z,,,,
AAVE,aave-polygon-usdc,amusdc,Aave Polygon USDC,https://assets.coingecko.com/coins/images/17249/large/amUSDC_2x.png?1626941306,0.995401,0,,,0,1.001,0.994089,-0.0001812000782,-0.0182,0,0,0,,,1.26,-21.17073,2021-09-07T00:00:12.787Z,0.815729,22.02592,2021-09-10T23:00:33.735Z,,2023-03-09T12:11:14.899Z,-0.1759066508,,,
AAVE,aave-polygon-usdt,amusdt,Aave Polygon USDT,https://assets.coingecko.com/coins/images/17264/large/amUSDT_2x.png?1626966594,0.997751,0,,,1507.56,1.003,0.996134,-0.002312093022,-0.23119,0,0,0,,,1.26,-21.06648,2021-09-06T01:00:49.270Z,0.806798,23.66805,2021-09-10T22:00:05.445Z,,2023-03-09T10:07:01.107Z,,,,
AAVE,aave-polygon-wbtc,amwbtc,Aave Polygon WBTC,https://assets.coingecko.com/coins/images/17265/large/amWBTC_2x.png?1626966974,21873,0,,,568774,22076,21873,-197.7722184,-0.89609,0,0,0,,,68957,-68.28061,2021-11-10T16:08:43.424Z,15513.13,40.99492,2022-11-22T07:00:01.351Z,,2023-03-09T03:00:01.263Z,,,,
AAVE,aave-polygon-weth,amweth,Aave Polygon WETH,https://assets.coingecko.com/coins/images/17266/large/amWETH_2x.png?1626967258,1536.04,0,,,685124,1556.21,1532.79,-17.655657,-1.13637,0,0,0,,,4858.03,-68.38145,2021-11-10T15:08:43.616Z,896.76,71.28719,2022-06-18T21:00:55.380Z,,2023-03-09T12:00:06.545Z,,,,
AAVE,aave-polygon-wmatic,amwmatic,Aave Polygon WMATIC,https://assets.coingecko.com/coins/images/17267/large/amWMATIC_2x.png?1626967624,1.047,0,,,0.358923,1.1,1.047,-0.04671710872,-4.27187,0,0,0,,,2.93,-64.2179,2021-12-27T02:17:10.054Z,0.324059,223.05214,2022-06-18T21:02:15.151Z,,2023-03-09T11:00:03.200Z,,,,
AAVE,aave-rai,arai,Aave RAI,https://assets.coingecko.com/coins/images/17245/large/aRAI_2x.png?1626942652,2.76,0,,,0,2.79,2.75,-0.02620287366,-0.94174,0,0,0,110474.3237,,3.17,-12.94375,2022-05-13T03:08:37.161Z,2.69,2.52148,2023-02-22T02:07:01.460Z,,2023-03-09T12:00:06.010Z,0.2032529933,,,
AAVE,aave-ren,aren,Aave REN,https://assets.coingecko.com/coins/images/14249/large/aREN.382be386.png?1615528633,0.098787,0,,,0,0.107207,0.098532,-0.007871402247,-7.38003,0,0,0,4997267.513,,1.29,-92.34643,2021-10-02T20:07:44.357Z,0.055541,77.86227,2022-12-25T15:00:01.555Z,,2023-03-09T12:00:06.085Z,0.2032529933,,,
AAVE,aave-snx,asnx,Aave SNX,https://assets.coingecko.com/coins/images/14265/large/aSNX.3238f3e7.png?1615528264,2.5,0,,,0,2.81,2.49,-0.3102508557,-11.03537,0,0,0,4623956.703,,25.59,-90.22485,2021-05-18T17:02:21.582Z,1.4,78.30353,2022-12-30T15:07:03.552Z,,2023-03-09T12:07:01.040Z,0.2032529933,,,
AAVE,aave-snx-v1,asnx,Aave SNX v1,https://assets.coingecko.com/coins/images/11733/large/aSNX.png?1593085047,2.5,0,,,49382,2.81,2.49,-0.3102508557,-11.03537,0,0,0,100781.1305,,28.4,-91.19283,2021-02-14T01:41:42.722Z,1.4,78.30353,2022-12-30T15:07:03.975Z,,2023-03-09T12:07:00.710Z,0.2032529933,,,
AAVE,aave-susd,asusd,Aave SUSD,https://assets.coingecko.com/coins/images/14266/large/aSUSD.9b00ffc6.png?1615528241,1,0,,,0,1.006,0.996499,-0.004028104823,-0.40101,0,0,0,2342963.524,,1.16,-13.7112,2021-05-19T13:01:15.619Z,0.961934,4.00487,2021-05-19T13:07:35.434Z,,2023-03-09T12:00:06.230Z,0.2032529933,,,
AAVE,aave-susd-v1,asusd,Aave SUSD v1,https://assets.coingecko.com/coins/images/11723/large/aSUSD.png?1593082612,0.999813,0,,,166827,1.007,0.996499,-0.001093218038,-0.10915,0,0,0,1032245.159,,2.93,-65.83891,2020-08-10T01:24:37.207Z,0.944637,5.90927,2020-08-02T04:43:10.926Z,,2023-03-09T12:07:01.917Z,0.2032529933,,,
AAVE,aave-tusd,atusd,Aave TUSD,https://assets.coingecko.com/coins/images/14317/large/aTUSD.08592b49.png?1615528207,1.002,0,,,0,1.008,0.996447,-0.001799273637,-0.17913,0,0,0,9990078.52,,1.12,-10.29533,2021-05-19T13:01:20.808Z,0.958059,4.65272,2021-05-19T13:07:36.544Z,,2023-03-09T12:07:00.473Z,0.2032529933,,,
AAVE,aave-tusd-v1,atusd,Aave TUSD v1,https://assets.coingecko.com/coins/images/11724/large/aTUSD.png?1593082700,1.003,0,,,207280,1.008,0.998932,-0.001799273637,-0.17913,0,0,0,0,,1.12,-10.29533,2021-05-19T13:01:14.477Z,0.935624,7.16214,2021-02-22T14:21:40.410Z,,2023-03-09T12:00:05.227Z,,,,
AAVE,aave-uni,auni,Aave UNI,https://assets.coingecko.com/coins/images/17247/large/aUNI_2x.png?1626942594,6.14,0,,,0,6.44,6.13,-0.286301401,-4.45378,0,0,0,2213532.471,,31.38,-80.42734,2021-09-03T10:00:00.648Z,3.36,82.82459,2022-06-14T02:07:39.886Z,,2023-03-09T12:00:05.897Z,0.2032529933,,,
AAVE,aave-usdc,ausdc,Aave USDC,https://assets.coingecko.com/coins/images/14318/large/aUSDC.e260d492.png?1615527797,1.003,0,,,0,1.008,0.993607,0.00297027,0.29701,0,0,0,1061407023,,1.16,-13.35836,2021-05-19T13:01:15.689Z,0.944485,6.19923,2021-05-19T13:07:35.552Z,,2023-03-09T12:07:00.496Z,0.2032529933,,,
AAVE,aave-usdc-v1,ausdc,Aave USDC v1,https://assets.coingecko.com/coins/images/11674/large/aUSDC.png?1592546449,1.002,0,,,128.25,1.008,0.993639,0.00486831,0.48772,0,0,0,0,,100.3,-98.99993,2020-06-26T13:34:11.325Z,0.944485,6.19923,2021-05-19T13:07:32.332Z,,2023-03-09T12:07:00.570Z,,,,
AAVE,aave-usdt,ausdt,Aave USDT,https://assets.coingecko.com/coins/images/14243/large/aUSDT.78f5faae.png?1615528400,1,0,,,0.41653,1.006,0.995595,0.00047289,0.04726,0,0,0,0,,1.14,-12.49728,2021-05-19T13:01:13.548Z,0.954159,4.92135,2021-05-19T13:07:32.627Z,,2023-03-09T12:07:00.800Z,0.2032529933,,,
AAVE,aave-usdt-v1,ausdt,Aave USDT v1,https://assets.coingecko.com/coins/images/11725/large/aUSDT.png?1593082796,1,0,,,322286,1.006,0.995595,0.00047289,0.04726,0,0,0,11618840,,100.21,-99.00098,2020-06-26T13:27:00.909Z,0.943613,6.09394,2021-01-05T00:28:09.927Z,,2023-03-09T12:07:00.746Z,0.2032529933,,,
AAVE,aave-wbtc,awbtc,Aave WBTC,https://assets.coingecko.com/coins/images/14244/large/aWBTC.41453c2a.png?1615528721,21662,0,,,0,22132,21630,-342.619128,-1.55603,0,0,0,601,,68866,-68.52393,2021-11-10T15:08:42.973Z,15543.79,39.45264,2022-11-22T10:00:11.297Z,,2023-03-09T12:07:00.825Z,0.2032529933,,,
AAVE,aave-wbtc-v1,awbtc,Aave WBTC v1,https://assets.coingecko.com/coins/images/11734/large/aWBTC.png?1593087741,21676,0,,,38.66,22125,21620,-342.619128,-1.55603,0,0,0,601,,68866,-68.52393,2021-11-10T15:08:41.377Z,8855.78,144.76921,2020-06-27T20:08:20.364Z,,2023-03-09T12:00:04.623Z,,,,
AAVE,aave-weth,aweth,Aave WETH,https://assets.coingecko.com/coins/images/17238/large/aWETH_2x.png?1626940782,1536.04,0,,,26.71,1561.69,1532.08,-22.20851178,-1.42522,0,0,0,,,4858.03,-68.38145,2021-11-10T15:08:43.121Z,896.76,71.28719,2022-06-18T21:00:59.208Z,,2023-03-09T12:00:05.122Z,,,,
AAVE,aave-xsushi,axsushi,Aave XSUSHI,https://assets.coingecko.com/coins/images/17256/large/aXSUSHI_2x.png?1626957111,1.53,0,,,0,1.59,1.5,-0.04812767059,-3.05248,0,0,0,5608263.438,,18.78,-91.86197,2021-09-16T13:00:02.791Z,1.15,32.57209,2022-06-15T09:07:40.164Z,,2023-03-09T12:00:06.264Z,0.2032529933,,,
AAVE,aave-yfi,ayfi,Aave YFI,https://assets.coingecko.com/coins/images/17257/large/aYFI_2x.png?1626957974,8178.48,0,,,0,9226,8067.58,-1047.513684,-11.35394,0,0,0,765.4263193,,43807,-81.33056,2021-09-05T21:07:17.351Z,4053.21,101.77778,2022-06-18T21:00:56.786Z,,2023-03-09T12:00:06.298Z,1.374722779,,,
AAVE,aave-zrx,azrx,Aave ZRX,https://assets.coingecko.com/coins/images/14264/large/aZRX.9be555a9.png?1615528286,0.216849,0,,,0,0.224775,0.214539,-0.007785897024,-3.46386,0,0,0,51527513.62,,2.38,-90.87436,2021-04-13T18:01:20.595Z,0.147544,47.06785,2023-01-01T05:00:03.182Z,,2023-03-09T12:07:00.943Z,0.2032529933,,,
AAVE,aave-zrx-v1,azrx,Aave ZRX v1,https://assets.coingecko.com/coins/images/11735/large/aZRX.png?1593085371,0.216989,0,,,0,0.224203,0.214005,-0.007129153414,-3.18098,0,0,0,115483.8769,,2.38,-90.87436,2021-04-13T18:01:23.828Z,0.147544,47.06785,2023-01-01T05:00:06.647Z,,2023-03-09T12:00:04.696Z,0.2032529933,,,
AAVE,curve-fi-amdai-amusdc-amusdt,am3crv,Curve.fi amDAI/amUSDC/amUSDT,https://assets.coingecko.com/coins/images/26740/large/W1sQNVWo_400x400.jpeg?1659953467,1.061,0,,,1560783,,,,,,,0,49101287.34,,25093,-99.99577,2022-08-15T03:23:31.384Z,1.008,5.20897,2022-11-09T16:25:23.169Z,,2023-03-08T07:30:05.565Z,,,,
