,Unnamed: 0,Kline open time,Coin,Open price,Daily Open price pct_change,High price,Daily High price pct_change,Low price,Daily Low price pct_change,Close price,Daily Close price pct_change,relative_strength
0,0,2022-11-04,MDX/USDT,0.1095,,0.1181,,0.1064,,0.1155,,
1,1,2022-11-05,MDX/USDT,0.1155,0.0547945205479452,0.1194,0.0110076206604572,0.1112,0.0451127819548871,0.1121,-0.0294372294372294,-4.126972724546495
2,2,2022-11-06,MDX/USDT,0.112,-0.0303030303030302,0.1287,0.0778894472361808,0.1085,-0.0242805755395683,0.1141,0.0178412132024976,-0.9649980986030281
3,3,2022-11-07,MDX/USDT,0.1141,0.0187499999999998,0.142,0.1033411033411031,0.1125,0.0368663594470046,0.113,-0.0096406660823837,0.640940423083349
4,4,2022-11-08,MDX/USDT,0.113,-0.0096406660823837,0.1144,-0.1943661971830985,0.0745,-0.3377777777777778,0.0852,-0.2460176991150443,2.478488392181008
5,5,2022-11-09,MDX/USDT,0.0851,-0.2469026548672567,0.0876,-0.2342657342657342,0.0666,-0.1060402684563757,0.0682,-0.1995305164319248,1.4101166658849158
6,6,2022-11-10,MDX/USDT,0.0682,-0.1985898942420682,0.0835,-0.0468036529680364,0.0676,0.0150150150150147,0.0808,0.1847507331378299,1.752774063130454
7,7,2022-11-11,MDX/USDT,0.0808,0.1847507331378299,0.0813,-0.0263473053892216,0.0717,0.0606508875739646,0.0744,-0.0792079207920792,2.6263101783013862
8,8,2022-11-12,MDX/USDT,0.0744,-0.0792079207920792,0.0746,-0.082410824108241,0.0684,-0.0460251046025104,0.0704,-0.0537634408602148,3.554035558031757
9,9,2022-11-13,MDX/USDT,0.0704,-0.0537634408602148,0.087,0.166219839142091,0.0695,0.0160818713450292,0.0742,0.0539772727272727,-1.8818203497765127
10,10,2022-11-14,MDX/USDT,0.0741,0.0525568181818181,0.1206,0.3862068965517242,0.0714,0.0273381294964027,0.1048,0.412398921832884,23.2533839773931
