,Unnamed: 0,Unnamed: 0.1,Kline open time,Coin,Open price,Daily Open price pct_change,High price,Daily High price pct_change,Low price,Daily Low price pct_change,Close price,Daily Close price pct_change,relative_strength
0,0,0,1667260800000,SYS/USDT,0.1477,,0.1548,,0.1471,,0.1509,,
1,1,1,1667347200000,SYS/USDT,0.1509,0.021665538253216,0.1535,-0.0083979328165374,0.1476,0.0033990482664854,0.149,-0.0125911199469848,0.7773576356876843
2,2,2,1667433600000,SYS/USDT,0.1487,-0.0145791915175613,0.1554,0.0123778501628666,0.1483,0.004742547425474,0.1506,0.010738255033557,3.8655876619408414
3,3,3,1667520000000,SYS/USDT,0.1504,0.0114324142568931,0.1594,0.0257400257400255,0.1503,0.0134861766689142,0.1586,0.0531208499335988,1.1411253042470242
4,4,4,1667606400000,SYS/USDT,0.1586,0.0545212765957445,0.165,0.0351317440401506,0.1576,0.0485695276114437,0.1587,0.0006305170239597,0.08839576991416827
5,5,5,1667692800000,SYS/USDT,0.1589,0.0018915510718791,0.162,-0.0181818181818181,0.157,-0.0038071065989847,0.157,-0.0107120352867045,0.579394100979147
6,6,6,1667779200000,SYS/USDT,0.157,-0.0119572057898049,0.1593,-0.0166666666666667,0.1523,-0.0299363057324841,0.1566,-0.002547770700637,0.1693834447569498
7,7,7,1667865600000,SYS/USDT,0.1566,-0.002547770700637,0.1573,-0.0125549278091651,0.126,-0.1726854891661194,0.1371,-0.1245210727969348,1.2544789851270357
8,8,8,1667952000000,SYS/USDT,0.1368,-0.1264367816091953,0.1373,-0.1271455816910361,0.1099,-0.1277777777777777,0.1131,-0.1750547045951859,1.237141870854883
9,9,9,1668038400000,SYS/USDT,0.1127,-0.1761695906432749,0.13,-0.0531682447195921,0.112,0.019108280254777,0.1256,0.1105216622458,1.0485452463887204
10,10,10,1668124800000,SYS/USDT,0.1255,0.1135758651286602,0.126,-0.0307692307692307,0.1113,-0.00625,0.1175,-0.0644904458598726,2.138320418857846
11,11,11,1668211200000,SYS/USDT,0.1173,-0.0653386454183266,0.1175,-0.0674603174603175,0.1115,0.0017969451931716,0.1125,-0.0425531914893616,2.812981335293227
12,12,12,1668297600000,SYS/USDT,0.1125,-0.040920716112532,0.1151,-0.0204255319148936,0.1053,-0.0556053811659192,0.1062,-0.056,1.952339091304981
13,13,13,1668384000000,SYS/USDT,0.1062,-0.056,0.1112,-0.0338835794960903,0.1009,-0.0417853751187085,0.1095,0.0310734463276836,1.75209667316091
14,14,14,1668470400000,SYS/USDT,0.1098,0.0338983050847456,0.1329,0.1951438848920863,0.1088,0.0782953419226957,0.1176,0.073972602739726,4.373322586634288
15,15,15,1668556800000,SYS/USDT,0.118,0.0746812386156647,0.1204,-0.0940556809631301,0.1098,0.0091911764705883,0.1122,-0.0459183673469387,3.263305082345785
16,16,16,1668643200000,SYS/USDT,0.1127,-0.0449152542372881,0.1132,-0.0598006644518271,0.1089,-0.0081967213114754,0.112,-0.0017825311942958,-0.9967077007738356
17,17,17,1668729600000,SYS/USDT,0.1123,-0.0035492457852706,0.1166,0.0300353356890459,0.1113,0.0220385674931129,0.1144,0.0214285714285713,45.33557848996414
18,18,18,1668816000000,SYS/USDT,0.1141,0.0160284951024043,0.1153,-0.0111492281303601,0.1111,-0.0017969451931715,0.1127,-0.0148601398601398,-1079.004446647058
19,19,19,1668902400000,SYS/USDT,0.1128,-0.0113935144609991,0.123,0.0667823070251518,0.1114,0.0027002700270026,0.116,0.0292812777284827,-1.1630806263158893
20,20,20,1668988800000,SYS/USDT,0.116,0.0283687943262411,0.1302,0.0585365853658537,0.1094,-0.0179533213644524,0.1116,-0.0379310344827585,1.2376758037384095
21,21,21,1669075200000,SYS/USDT,0.1119,-0.0353448275862069,0.1158,-0.1105990783410139,0.1068,-0.0237659963436928,0.1133,0.0152329749103941,0.5394277900227848
22,22,22,1669161600000,SYS/USDT,0.1134,0.0134048257372654,0.1202,0.0379965457685664,0.1124,0.0524344569288388,0.1197,0.05648720211827,2.4367026598108423
23,23,23,1669248000000,SYS/USDT,0.1194,0.052910052910053,0.1235,0.0274542429284525,0.1151,0.0240213523131671,0.1185,-0.0100250626566417,40.011350491617186
24,24,24,1669334400000,SYS/USDT,0.1187,-0.0058626465661641,0.1212,-0.0186234817813765,0.1142,-0.0078192875760207,0.1176,-0.0075949367088606,1.641296376559555
25,25,25,1669420800000,SYS/USDT,0.1179,-0.0067396798652064,0.1265,0.0437293729372936,0.1172,0.0262697022767075,0.1209,0.0280612244897959,-7.293243347362691
26,26,26,1669507200000,SYS/USDT,0.1208,0.0245971162001696,0.124,-0.0197628458498023,0.1186,0.0119453924914676,0.1186,-0.0190239867659222,10.510494053911117
27,27,27,1669593600000,SYS/USDT,0.1186,-0.0182119205298013,0.1202,-0.0306451612903225,0.114,-0.0387858347386171,0.1151,-0.0295109612141653,2.2459308351139997
28,28,28,1669680000000,SYS/USDT,0.115,-0.0303541315345698,0.1217,0.0124792013311147,0.114,0.0,0.1172,0.0182450043440487,1.2882354036219594
29,29,29,1669766400000,SYS/USDT,0.1173,0.02,0.1224,0.0057518488085455,0.1163,0.0201754385964911,0.1213,0.0349829351535837,0.7976702039229158
30,30,30,1669852800000,SYS/USDT,0.1215,0.0358056265984654,0.1222,-0.0016339869281044,0.1131,-0.0275150472914874,0.1151,-0.0511129431162408,4.709744752175018
31,31,31,1669939200000,SYS/USDT,0.1149,-0.0543209876543209,0.118,-0.0343698854337153,0.1135,0.0035366931918656,0.1168,0.0147697654213727,2.173457331818039
32,32,32,1670025600000,SYS/USDT,0.1167,0.0156657963446473,0.1272,0.0779661016949153,0.1153,0.0158590308370043,0.118,0.0102739726027396,-0.8461517898513586
33,33,33,1670112000000,SYS/USDT,0.118,0.0111396743787488,0.1235,-0.0290880503144654,0.1163,0.0086730268863832,0.1183,0.002542372881356,0.19468695952958043
34,34,34,1670198400000,SYS/USDT,0.1184,0.0033898305084747,0.122,-0.0121457489878542,0.1152,-0.0094582975064488,0.1172,-0.0092983939137785,1.141410382281443
35,35,35,1670284800000,SYS/USDT,0.1171,-0.0109797297297298,0.1229,0.0073770491803277,0.1157,0.0043402777777776,0.1189,0.0145051194539249,2.0071685298678466
36,36,36,1670371200000,SYS/USDT,0.1189,0.0153714773697695,0.1198,-0.0252237591537834,0.1146,-0.0095073465859982,0.1157,-0.0269133725820017,1.8227708763432284
37,37,37,1670457600000,SYS/USDT,0.1155,-0.0285954583683767,0.1195,-0.0025041736227046,0.1148,0.0017452006980802,0.1183,0.0224719101123596,0.9764916653955465
38,38,38,1670544000000,SYS/USDT,0.1185,0.0259740259740259,0.1233,0.0317991631799163,0.1175,0.023519163763066,0.1193,0.0084530853761624,-1.5239353969809921
39,39,39,1670630400000,SYS/USDT,0.1197,0.010126582278481,0.1308,0.0608272506082725,0.117,-0.004255319148936,0.1188,-0.0041911148365465,67.09136630340728
40,40,40,1670716800000,SYS/USDT,0.1193,-0.0033416875522138,0.1202,-0.0810397553516819,0.118,0.0085470085470085,0.1184,-0.0033670033670033,1.3588198986407436
41,41,41,1670803200000,SYS/USDT,0.1184,-0.0075440067057837,0.1184,-0.0149750415973377,0.1138,-0.035593220338983,0.1155,-0.0244932432432432,-3.3536487055054662
42,42,42,1670889600000,SYS/USDT,0.1154,-0.0253378378378378,0.1168,-0.0135135135135135,0.1097,-0.0360281195079085,0.1147,-0.006926406926407,-0.21102605150616538
43,43,43,1670976000000,SYS/USDT,0.1147,-0.0060658578856153,0.1185,0.0145547945205479,0.1123,0.023701002734731,0.1144,-0.0026155187445509,-1.6340970484628363
44,44,44,1671062400000,SYS/USDT,0.1148,0.000871839581517,0.115,-0.0295358649789028,0.1104,-0.0169189670525378,0.1105,-0.034090909090909,1.3583526961836474
45,45,45,1671148800000,SYS/USDT,0.1108,-0.0348432055749129,0.1123,-0.0234782608695652,0.0988,-0.1050724637681159,0.1005,-0.0904977375565609,2.168829226288198
46,46,46,1671235200000,SYS/USDT,0.1006,-0.0920577617328519,0.1125,0.0017809439002671,0.099,0.0020242914979757,0.1036,0.0308457711442784,3.552843262909805
47,47,47,1671321600000,SYS/USDT,0.1035,0.0288270377733599,0.1044,-0.0719999999999999,0.1021,0.0313131313131311,0.1043,0.0067567567567567,-2.9588844913824603
48,48,48,1671408000000,SYS/USDT,0.1042,0.0067632850241545,0.1234,0.1819923371647509,0.1033,0.0117531831537709,0.1131,0.084372003835091,-4.717991241481219
49,49,49,1671494400000,SYS/USDT,0.113,0.0844529750479847,0.1143,-0.0737439222042138,0.1046,0.0125847047434655,0.1083,-0.0424403183023873,-1.52770276722158
50,50,50,1671580800000,SYS/USDT,0.1082,-0.0424778761061946,0.1103,-0.0349956255468066,0.1031,-0.01434034416826,0.1059,-0.0221606648199446,5.2816595021194725
51,51,51,1671667200000,SYS/USDT,0.1059,-0.0212569316081331,0.1134,0.0281051677243879,0.1046,0.01454898157129,0.1087,0.0264400377714826,-137.2978118188905
52,52,52,1671753600000,SYS/USDT,0.1085,0.0245514636449482,0.111,-0.0211640211640211,0.1054,0.0076481835564052,0.1065,-0.0202391904323827,7.930401237246659
53,53,53,1671840000000,SYS/USDT,0.1065,-0.0184331797235023,0.1075,-0.0315315315315315,0.1056,0.0018975332068311,0.1059,-0.0056338028169014,-1.640519968125321
54,54,54,1671926400000,SYS/USDT,0.1058,-0.0065727699530515,0.1073,-0.001860465116279,0.1047,-0.0085227272727272,0.1053,-0.0056657223796032,23.787726152059797
55,55,55,1672012800000,SYS/USDT,0.1053,-0.0047258979206049,0.1083,0.0093196644920781,0.1046,-0.0009551098376313,0.1066,0.0123456790123457,2.380887112288024
56,56,56,1672099200000,SYS/USDT,0.1068,0.0142450142450143,0.1088,0.0046168051708217,0.1012,-0.0325047801147228,0.103,-0.0337711069418387,2.6821880912579683
57,57,57,1672185600000,SYS/USDT,0.103,-0.0355805243445693,0.1038,-0.0459558823529411,0.0989,-0.0227272727272727,0.0996,-0.0330097087378641,3.4672875049978513
58,58,58,1672272000000,SYS/USDT,0.1,-0.0291262135922328,0.102,-0.0173410404624277,0.0994,0.0050556117290192,0.1008,0.0120481927710844,2.3138948551867498
59,59,59,1672358400000,SYS/USDT,0.1005,0.0049999999999998,0.1022,0.0019607843137254,0.0977,-0.017102615694165,0.0985,-0.0228174603174602,14.603060471976422
60,60,60,1672444800000,SYS/USDT,0.0987,-0.0179104477611941,0.1019,-0.0029354207436398,0.098,0.0030706243602867,0.0987,0.0020304568527917,-0.5181433861954844
61,61,61,1672531200000,SYS/USDT,0.0987,0.0,0.1013,-0.0058881256133463,0.0983,0.0030612244897958,0.1002,0.0151975683890577,3.38136187382857
