,Unnamed: 0,Unnamed: 0.1,Kline open time,Coin,Open price,Daily Open price pct_change,High price,Daily High price pct_change,Low price,Daily Low price pct_change,Close price,Daily Close price pct_change,relative_strength
0,0,0,2022-11-04,POWR/USDT,0.202,,0.2186,,0.2016,,0.2163,,
1,1,1,2022-11-05,POWR/USDT,0.2166,0.0722772277227721,0.2196,0.0045745654162854,0.2131,0.0570436507936509,0.2164,0.0004623208506704,0.06481539116221434
2,2,2,2022-11-06,POWR/USDT,0.2164,-0.0009233610341642,0.2182,-0.006375227686703,0.2058,-0.0342562177381511,0.2064,-0.0462107208872458,2.4994520992005635
3,3,3,2022-11-07,POWR/USDT,0.2063,-0.0466728280961182,0.2063,-0.0545371219065077,0.1985,-0.0354713313896987,0.2009,-0.0266472868217054,1.7715916248500816
4,4,4,2022-11-08,POWR/USDT,0.2015,-0.0232670867668444,0.2017,-0.0222976248182259,0.1612,-0.1879093198992443,0.1717,-0.145345943255351,1.464277710525738
5,5,5,2022-11-09,POWR/USDT,0.1718,-0.147394540942928,0.1788,-0.1135349529003471,0.1251,-0.2239454094292805,0.1271,-0.2597553873034363,1.8357362434579507
6,6,6,2022-11-10,POWR/USDT,0.1271,-0.260186263096624,0.155,-0.1331096196868008,0.1257,0.0047961630695445,0.1501,0.1809598741148703,1.7168092836701712
7,7,7,2022-11-11,POWR/USDT,0.15,0.1801730920535011,0.1538,-0.007741935483871,0.1362,0.0835322195704055,0.1436,-0.0433044636908728,1.4358532911849284
8,8,8,2022-11-12,POWR/USDT,0.1433,-0.0446666666666665,0.15,-0.0247074122236671,0.1381,0.013950073421439,0.1392,-0.0306406685236769,2.025503273463235
9,9,9,2022-11-13,POWR/USDT,0.1396,-0.0258199581297976,0.1462,-0.0253333333333333,0.1286,-0.0687907313540913,0.1346,-0.0330459770114942,1.152088441605462
10,10,10,2022-11-14,POWR/USDT,0.1347,-0.0351002865329513,0.1351,-0.075923392612859,0.1219,-0.052099533437014,0.133,-0.0118870728083209,-0.6702604050238657
11,11,11,2022-11-15,POWR/USDT,0.1334,-0.0096510764662212,0.1461,0.0814211695040711,0.13,0.0664479081214111,0.1413,0.062406015037594,3.6894961782814213
12,12,12,2022-11-16,POWR/USDT,0.1416,0.0614692653673163,0.1464,0.002053388090349,0.1328,0.0215384615384615,0.137,-0.0304317055909412,2.1627062384218187
