,Unnamed: 0,Unnamed: 0.1,Kline open time,Coin,Open price,Daily Open price pct_change,High price,Daily High price pct_change,Low price,Daily Low price pct_change,Close price,Daily Close price pct_change,relative_strength
0,0,0,2022-11-04,WNXM/USDT,16.9,,18.0,,16.6,,17.98,,
1,1,1,2022-11-05,WNXM/USDT,17.97,0.0633136094674555,18.1,0.0055555555555555,17.52,0.0554216867469878,17.57,-0.0228031145717464,-3.1968984062504036
2,2,2,2022-11-06,WNXM/USDT,17.63,-0.0189204229271007,17.73,-0.0204419889502762,16.46,-0.0605022831050228,16.61,-0.0546385885031304,2.955299811589772
3,3,3,2022-11-07,WNXM/USDT,16.6,-0.0584231423709584,17.09,-0.0360970107163001,16.37,-0.00546780072904,16.72,0.0066225165562914,-0.4402847819013338
4,4,4,2022-11-08,WNXM/USDT,16.73,0.0078313253012047,16.84,-0.0146284376828554,13.37,-0.1832620647525963,14.24,-0.1483253588516745,1.4942936280696124
5,5,5,2022-11-09,WNXM/USDT,14.28,-0.1464435146443515,14.31,-0.1502375296912114,10.0,-0.2520568436798802,10.1,-0.2907303370786517,2.0546415702422953
6,6,6,2022-11-10,WNXM/USDT,10.1,-0.2927170868347338,12.54,-0.1236897274633124,10.01,0.0009999999999998,12.16,0.2039603960396039,1.9350206952484967
7,7,7,2022-11-11,WNXM/USDT,12.14,0.2019801980198021,12.35,-0.0151515151515151,10.56,0.0549450549450549,11.01,-0.0945723684210526,3.135751718849773
8,8,8,2022-11-12,WNXM/USDT,11.03,-0.0914332784184515,11.06,-0.1044534412955464,10.24,-0.0303030303030302,10.93,-0.0072661217075385,0.4803274214669579
9,9,9,2022-11-13,WNXM/USDT,10.93,-0.0090661831368993,11.27,0.0189873417721517,10.13,-0.0107421874999998,10.19,-0.0677035681610247,2.3603629060999967
10,10,10,2022-11-14,WNXM/USDT,10.21,-0.0658737419945104,10.94,-0.0292812777284826,9.21,-0.0908193484698913,10.08,-0.0107948969578016,-0.6086773525995612
11,11,11,2022-11-15,WNXM/USDT,10.09,-0.0117531831537709,10.76,-0.016453382084095,10.04,0.0901194353963081,10.18,0.0099206349206348,0.5865162934014905
12,12,12,2022-11-16,WNXM/USDT,10.19,0.0099108027750247,10.88,0.0111524163568774,9.59,-0.044820717131474,10.02,-0.0157170923379175,1.1169749768867507
13,13,13,2022-11-17,WNXM/USDT,10.02,-0.0166830225711481,10.19,-0.0634191176470589,9.82,0.0239833159541189,9.88,-0.0139720558882234,-7.812517247383293
14,14,14,2022-11-18,WNXM/USDT,9.88,-0.0139720558882234,10.19,0.0,9.54,-0.0285132382892058,9.64,-0.0242914979757085,-51.3925586121054
15,15,15,2022-11-19,WNXM/USDT,9.64,-0.0242914979757085,9.77,-0.0412168792934248,9.48,-0.0062893081761005,9.52,-0.012448132780083,-903.8670395149431
16,16,16,2022-11-20,WNXM/USDT,9.52,-0.012448132780083,11.1,0.1361310133060389,9.52,0.0042194092827003,10.01,0.0514705882352941,-2.044461466356071
17,17,17,2022-11-21,WNXM/USDT,10.01,0.0514705882352941,10.02,-0.0972972972972973,9.33,-0.0199579831932772,9.59,-0.0419580419580419,1.3690755870977978
18,18,18,2022-11-22,WNXM/USDT,9.59,-0.0419580419580419,9.7,-0.031936127744511,9.17,-0.0171489817792068,9.46,-0.0135557872784148,-0.48003547676197766
19,19,19,2022-11-23,WNXM/USDT,9.46,-0.0135557872784148,10.35,0.0670103092783505,9.43,0.0283533260632498,10.13,0.0708245243128964,3.0551753370920505
20,20,20,2022-11-24,WNXM/USDT,10.12,0.069767441860465,10.42,0.0067632850241545,9.92,0.0519618239660657,10.17,0.0039486673247777,-15.759653352570924
21,21,21,2022-11-25,WNXM/USDT,10.18,0.0059288537549406,10.75,0.0316698656429943,9.81,-0.0110887096774192,10.43,0.0255653883972468,-5.524783279995733
22,22,22,2022-11-26,WNXM/USDT,10.42,0.0235756385068761,10.71,-0.003720930232558,10.15,0.0346585117227318,10.18,-0.0239693192713327,6.229738063641108
23,23,23,2022-11-27,WNXM/USDT,10.15,-0.0259117082533588,10.59,-0.0112044817927171,10.15,0.0,10.16,-0.0019646365422396,1.085434980027165
24,24,24,2022-11-28,WNXM/USDT,10.16,0.0009852216748769,10.34,-0.0236071765816808,9.49,-0.0650246305418719,10.06,-0.0098425196850393,0.7490646711038194
25,25,25,2022-11-29,WNXM/USDT,10.06,-0.0098425196850393,10.5,0.0154738878143134,9.96,0.0495258166491043,10.38,0.0318091451292246,2.2459664104044217
26,26,26,2022-11-30,WNXM/USDT,10.38,0.0318091451292246,14.47,0.3780952380952382,10.17,0.0210843373493974,11.06,0.0655105973025047,1.493752633390677
27,27,27,2022-12-01,WNXM/USDT,11.06,0.0655105973025047,13.08,-0.0960608154803041,10.78,0.0599803343166174,10.91,-0.0135623869801084,1.249690919993929
28,28,28,2022-12-02,WNXM/USDT,10.91,-0.0135623869801084,11.33,-0.1337920489296635,10.79,0.0009276437847867,11.26,0.0320806599450045,4.720856667509009
29,29,29,2022-12-03,WNXM/USDT,11.25,0.0311640696608614,12.79,0.1288614298323036,11.2,0.0379981464318814,11.21,-0.0044404973357015,0.36571391746091514
30,30,30,2022-12-04,WNXM/USDT,11.22,-0.0026666666666665,11.66,-0.08835027365129,11.22,0.0017857142857145,11.42,0.0187332738626224,1.4345354912705344
31,31,31,2022-12-05,WNXM/USDT,11.41,0.0169340463458109,13.62,0.1680960548885075,11.27,0.0044563279857396,11.83,0.0359019264448337,-4.407087069877179
32,32,32,2022-12-06,WNXM/USDT,11.83,0.0368098159509202,12.23,-0.1020558002936856,11.29,0.0017746228926351,11.5,-0.0278951817413355,-3.860039285026536
33,33,33,2022-12-07,WNXM/USDT,11.5,-0.0278951817413355,11.51,-0.0588716271463614,10.68,-0.0540301151461469,10.81,-0.0599999999999999,4.0636398224476755
34,34,34,2022-12-08,WNXM/USDT,10.81,-0.0599999999999999,11.25,-0.0225890529973935,10.74,0.00561797752809,11.1,0.0268270120259017,1.1657377374587778
35,35,35,2022-12-09,WNXM/USDT,11.1,0.0268270120259017,11.42,0.015111111111111,10.99,0.0232774674115456,11.1,0.0,-0.0
36,36,36,2022-12-10,WNXM/USDT,11.1,0.0,12.3,0.0770577933450087,11.01,0.0018198362147405,11.29,0.0171171171171171,-274.01081081069174
37,37,37,2022-12-11,WNXM/USDT,11.29,0.0171171171171171,11.6,-0.0569105691056911,11.03,0.0018165304268846,11.03,-0.0230292294065544,9.293894824892824
38,38,38,2022-12-12,WNXM/USDT,11.03,-0.0230292294065544,11.19,-0.0353448275862069,10.86,-0.0154125113327289,11.03,0.0,0.0
39,39,39,2022-12-13,WNXM/USDT,11.03,0.0,11.22,0.002680965147453,10.7,-0.014732965009208,11.07,0.0036264732547597,0.11048734791007041
40,40,40,2022-12-14,WNXM/USDT,11.07,0.0036264732547597,11.22,0.0,10.44,-0.0242990654205607,10.81,-0.023486901535682,-14.673906106371746
