,Unnamed: 0,Kline open time,Coin,Open price,Daily Open price pct_change,High price,Daily High price pct_change,Low price,Daily Low price pct_change,Close price,Daily Close price pct_change,relative_strength
0,0,1667260800000,POWR/USDT,0.2045,,0.2149,,0.2037,,0.207,,
1,1,1667347200000,POWR/USDT,0.2067,0.0107579462102689,0.2137,-0.0055839925546766,0.1956,-0.0397643593519881,0.197,-0.0483091787439612,2.9825392124401424
2,2,1667433600000,POWR/USDT,0.197,-0.046927914852443,0.2054,-0.0388394946186242,0.196,0.0020449897750511,0.2022,0.0263959390862942,9.502085407588048
3,3,1667520000000,POWR/USDT,0.202,0.0253807106598984,0.2186,0.0642648490749755,0.2016,0.0285714285714284,0.2163,0.0697329376854598,1.4979809214616635
4,4,1667606400000,POWR/USDT,0.2166,0.0722772277227721,0.2196,0.0045745654162854,0.2131,0.0570436507936509,0.2164,0.0004623208506704,0.06481539116221434
5,5,1667692800000,POWR/USDT,0.2164,-0.0009233610341642,0.2182,-0.006375227686703,0.2058,-0.0342562177381511,0.2064,-0.0462107208872458,2.4994520992005635
6,6,1667779200000,POWR/USDT,0.2063,-0.0466728280961182,0.2063,-0.0545371219065077,0.1985,-0.0354713313896987,0.2009,-0.0266472868217054,1.7715916248500816
7,7,1667865600000,POWR/USDT,0.2015,-0.0232670867668444,0.2017,-0.0222976248182259,0.1612,-0.1879093198992443,0.1717,-0.145345943255351,1.464277710525738
8,8,1667952000000,POWR/USDT,0.1718,-0.147394540942928,0.1788,-0.1135349529003471,0.1251,-0.2239454094292805,0.1271,-0.2597553873034363,1.8357362434579507
9,9,1668038400000,POWR/USDT,0.1271,-0.260186263096624,0.155,-0.1331096196868008,0.1257,0.0047961630695445,0.1501,0.1809598741148703,1.7168092836701712
10,10,1668124800000,POWR/USDT,0.15,0.1801730920535011,0.1538,-0.007741935483871,0.1362,0.0835322195704055,0.1436,-0.0433044636908728,1.4358532911849284
11,11,1668211200000,POWR/USDT,0.1433,-0.0446666666666665,0.15,-0.0247074122236671,0.1381,0.013950073421439,0.1392,-0.0306406685236769,2.025503273463235
12,12,1668297600000,POWR/USDT,0.1396,-0.0258199581297976,0.1462,-0.0253333333333333,0.1286,-0.0687907313540913,0.1346,-0.0330459770114942,1.152088441605462
13,13,1668384000000,POWR/USDT,0.1347,-0.0351002865329513,0.1351,-0.075923392612859,0.1219,-0.052099533437014,0.133,-0.0118870728083209,-0.6702604050238657
14,14,1668470400000,POWR/USDT,0.1334,-0.0096510764662212,0.1461,0.0814211695040711,0.13,0.0664479081214111,0.1413,0.062406015037594,3.6894961782814213
15,15,1668556800000,POWR/USDT,0.1416,0.0614692653673163,0.1464,0.002053388090349,0.1328,0.0215384615384615,0.137,-0.0304317055909412,2.1627062384218187
16,16,1668643200000,POWR/USDT,0.137,-0.0324858757062146,0.1399,-0.0443989071038252,0.1325,-0.0022590361445782,0.1354,-0.0116788321167884,-6.53025424974198
17,17,1668729600000,POWR/USDT,0.1354,-0.0116788321167884,0.1838,0.3137955682630451,0.1353,0.0211320754716981,0.155,0.1447562776957165,306.2551141714979
18,18,1668816000000,POWR/USDT,0.1551,0.1454948301329395,0.1553,-0.1550598476605005,0.1449,0.0709534368070954,0.1486,-0.0412903225806451,-2998.1172510706338
19,19,1668902400000,POWR/USDT,0.1491,-0.0386847195357832,0.158,0.0173857050869286,0.1366,-0.0572808833678398,0.1374,-0.0753701211305519,2.993773991110913
20,20,1668988800000,POWR/USDT,0.1378,-0.0757880617035546,0.1426,-0.0974683544303797,0.1345,-0.0153733528550511,0.1392,0.0131004366812226,-0.4274624649672134
21,21,1669075200000,POWR/USDT,0.1392,0.0101596516690856,0.146,0.0238429172510517,0.1337,-0.0059479553903345,0.1457,0.0466954022988506,1.6535704820931902
22,22,1669161600000,POWR/USDT,0.146,0.0488505747126437,0.1511,0.0349315068493152,0.144,0.077038145100972,0.1508,0.0350034317089911,1.5099518466010018
23,23,1669248000000,POWR/USDT,0.151,0.0342465753424658,0.1684,0.1144937127729979,0.1419,-0.0145833333333332,0.1503,-0.0033156498673739,13.233196987860243
24,24,1669334400000,POWR/USDT,0.1501,-0.0059602649006621,0.1608,-0.0451306413301662,0.1501,0.0577871740662438,0.1558,0.0365934797072522,-7.907998177147287
25,25,1669420800000,POWR/USDT,0.1564,0.0419720186542305,0.16,-0.0049751243781094,0.151,0.0059960026648899,0.153,-0.017971758664955,4.670944041349786
26,26,1669507200000,POWR/USDT,0.1534,-0.0191815856777494,0.1535,-0.040625,0.1507,-0.0019867549668873,0.1507,-0.015032679738562,8.305351183776795
27,27,1669593600000,POWR/USDT,0.1508,-0.016949152542373,0.1514,-0.0136807817589575,0.1422,-0.0564034505640345,0.145,-0.0378234903782349,2.8785556226253943
28,28,1669680000000,POWR/USDT,0.145,-0.0384615384615384,0.1493,-0.0138705416116249,0.1447,0.0175808720112518,0.149,0.0275862068965517,1.947795007643836
29,29,1669766400000,POWR/USDT,0.1492,0.0289655172413794,0.1552,0.0395177494976557,0.1483,0.0248790601243953,0.155,0.0402684563758388,0.9181890446858589
30,30,1669852800000,POWR/USDT,0.1548,0.0375335120643431,0.1592,0.0257731958762887,0.1508,0.0168577208361428,0.1523,-0.0174193548387097,1.6050868925960873
31,31,1669939200000,POWR/USDT,0.1524,-0.0155038759689921,0.1535,-0.0358040201005025,0.1487,-0.0139257294429707,0.153,0.0045961917268548,0.6763564838151331
32,32,1670025600000,POWR/USDT,0.153,0.0039370078740157,0.1533,-0.0013029315960912,0.1503,0.0107599193006051,0.1507,-0.015032679738562,1.2380730763925403
33,33,1670112000000,POWR/USDT,0.1506,-0.0156862745098038,0.1528,-0.0032615786040444,0.1497,-0.0039920159680637,0.1521,0.0092899800928998,0.7113976048282642
34,34,1670198400000,POWR/USDT,0.1519,0.0086321381142098,0.1534,0.0039267015706807,0.15,0.0020040080160319,0.1507,-0.0092044707429324,1.1298809844806386
35,35,1670284800000,POWR/USDT,0.1507,-0.0078999341672153,0.16,0.0430247718383312,0.1485,-0.01,0.1504,-0.001990710019907,-0.27546760416155974
36,36,1670371200000,POWR/USDT,0.1507,0.0,0.1507,-0.0581249999999999,0.1408,-0.0518518518518517,0.1449,-0.0365691489361702,2.4767308315006917
37,37,1670457600000,POWR/USDT,0.1449,-0.0384870603848706,0.1482,-0.0165892501658925,0.1438,0.0213068181818181,0.1479,0.0207039337474119,0.8996662341635921
38,38,1670544000000,POWR/USDT,0.1479,0.0207039337474119,0.163,0.0998650472334683,0.1445,0.0048678720445061,0.1482,0.0020283975659229,-0.36568267233843277
39,39,1670630400000,POWR/USDT,0.1482,0.0020283975659229,0.1621,-0.0055214723926381,0.1479,0.023529411764706,0.1562,0.0539811066126856,-864.1295546554965
40,40,1670716800000,POWR/USDT,0.1561,0.0533063427800268,0.1561,-0.0370141887723627,0.1507,0.0189317106152806,0.1508,-0.0345710627400769,13.95182684660738
41,41,1670803200000,POWR/USDT,0.1508,-0.033952594490711,0.1508,-0.033952594490711,0.143,-0.0510948905109489,0.1468,-0.0265251989389918,-3.631866886781709
42,42,1670889600000,POWR/USDT,0.1466,-0.0278514588859415,0.1501,-0.0046419098143234,0.1402,-0.0195804195804195,0.1493,0.0170299727520433,0.5188502415906296
43,43,1670976000000,POWR/USDT,0.1494,0.019099590723056,0.1514,0.0086608927381746,0.1469,0.0477888730385165,0.149,-0.0020093770931011,-1.2553980673723448
44,44,1671062400000,POWR/USDT,0.149,-0.0026773761713521,0.149,-0.0158520475561427,0.1433,-0.024506466984343,0.1445,-0.0302013422818792,1.2033728583640402
45,45,1671148800000,POWR/USDT,0.1446,-0.0295302013422817,0.1463,-0.0181208053691274,0.1265,-0.1172365666434055,0.1299,-0.101038062283737,2.4214340420558864
46,46,1671235200000,POWR/USDT,0.1299,-0.1016597510373444,0.1334,-0.0881749829118251,0.1237,-0.0221343873517786,0.1298,-0.0007698229407235,-0.08866888870405916
47,47,1671321600000,POWR/USDT,0.1299,0.0,0.1396,0.0464767616191905,0.129,0.0428455941794665,0.1306,0.0061633281972264,-2.699013280274888
48,48,1671408000000,POWR/USDT,0.1306,0.0053887605850655,0.1338,-0.0415472779369627,0.1206,-0.0651162790697674,0.1235,-0.0543644716692189,3.040002483340948
49,49,1671494400000,POWR/USDT,0.1235,-0.0543644716692189,0.1348,0.0074738415545589,0.1223,0.0140961857379768,0.1313,0.063157894736842,2.2734629338521084
50,50,1671580800000,POWR/USDT,0.1312,0.062348178137652,0.1704,0.2640949554896141,0.1308,0.0695012264922321,0.1368,0.0418888042650418,-9.983563348684493
51,51,1671667200000,POWR/USDT,0.1368,0.0426829268292683,0.1369,-0.1965962441314553,0.1271,-0.0282874617737003,0.1301,-0.0489766081871345,254.32570076194946
52,52,1671753600000,POWR/USDT,0.1301,-0.0489766081871345,0.134,-0.0211833455076697,0.1287,0.0125885129819041,0.132,0.0146041506533436,-5.722401535631874
53,53,1671840000000,POWR/USDT,0.132,0.0146041506533436,0.1332,-0.0059701492537312,0.1299,0.0093240093240092,0.1327,0.0053030303030303,1.5442015609058433
54,54,1671926400000,POWR/USDT,0.1327,0.0053030303030303,0.1327,-0.0037537537537537,0.1289,-0.0076982294072363,0.1302,-0.0188394875659382,79.09822279274115
55,55,1672012800000,POWR/USDT,0.1302,-0.0188394875659382,0.1309,-0.0135644310474757,0.128,-0.0069821567106282,0.1302,0.0,0.0
56,56,1672099200000,POWR/USDT,0.1302,0.0,0.1326,0.0129870129870131,0.1275,-0.00390625,0.1284,-0.0138248847926268,1.098007874531876
57,57,1672185600000,POWR/USDT,0.1284,-0.0138248847926268,0.1285,-0.0309200603318249,0.1216,-0.0462745098039215,0.1221,-0.0490654205607475,5.153754036084608
58,58,1672272000000,POWR/USDT,0.1223,-0.0475077881619936,0.1225,-0.0466926070038911,0.1169,-0.0386513157894736,0.1203,-0.0147420147420147,-2.831252181530693
59,59,1672358400000,POWR/USDT,0.1203,-0.0163532297628782,0.1214,-0.0089795918367346,0.1165,-0.0034217279726261,0.1191,-0.0099750623441396,6.383990005747472
60,60,1672444800000,POWR/USDT,0.119,-0.0108063175394846,0.1228,0.0115321252059308,0.1187,0.0188841201716738,0.1225,0.0285474391267841,-7.2848958873586165
61,61,1672531200000,POWR/USDT,0.1226,0.0302521008403362,0.1244,0.013029315960912,0.1211,0.0202190395956192,0.1235,0.0081632653061225,1.8162743779422206
62,62,1672617600000,POWR/USDT,0.1234,0.0065252854812398,0.1258,0.0112540192926045,0.1203,-0.0066061106523533,0.1243,0.0064777327935221,1.9180125872551432
63,63,1672704000000,POWR/USDT,0.1245,0.0089141004862236,0.1249,-0.0071542130365659,0.1211,0.0066500415627597,0.1239,-0.0032180209171359,-23.226685891208074
64,64,1672790400000,POWR/USDT,0.1239,-0.0048192771084337,0.1267,0.0144115292233788,0.1229,0.0148637489677951,0.1263,0.0193704600484261,1.8438515126744532
65,65,1672876800000,POWR/USDT,0.1262,0.0185633575464085,0.1302,0.0276243093922652,0.1247,0.014646053702197,0.126,-0.002375296912114,2.1623235049165843
66,66,1672963200000,POWR/USDT,0.1258,-0.0031695721077655,0.1275,-0.0207373271889401,0.1228,-0.0152365677626302,0.1267,0.0055555555555555,0.7871235503179806
67,67,1673049600000,POWR/USDT,0.1267,0.007154213036566,0.1274,-0.0007843137254901,0.1257,0.0236156351791529,0.1266,-0.0007892659826362,1.889628732848826
68,68,1673136000000,POWR/USDT,0.1266,-0.0007892659826362,0.1295,0.0164835164835164,0.1251,-0.0047732696897375,0.1291,0.0197472353870458,1.8158507819759142
69,69,1673222400000,POWR/USDT,0.1291,0.0197472353870458,0.1349,0.0416988416988415,0.1288,0.029576338928857,0.1326,0.0271107668474051,9.207785162245287
70,70,1673308800000,POWR/USDT,0.133,0.0302091402013944,0.1384,0.0259451445515197,0.1319,0.0240683229813662,0.1363,0.0279034690799397,1.826726550141637
71,71,1673395200000,POWR/USDT,0.1363,0.0248120300751879,0.1398,0.0101156069364163,0.1335,0.0121304018195604,0.1393,0.0220102714600147,0.7637756885034254
72,72,1673481600000,POWR/USDT,0.1395,0.0234776228906823,0.143,0.0228898426323318,0.1349,0.0104868913857676,0.1421,0.0201005025125629,0.39925228337935004
73,73,1673568000000,POWR/USDT,0.1421,0.0186379928315412,0.1481,0.0356643356643358,0.1406,0.0422535211267607,0.148,0.0415200562983812,0.7222816561295538
74,74,1673654400000,POWR/USDT,0.1478,0.0401125967628428,0.159,0.0735989196488857,0.1451,0.0320056899004268,0.1573,0.0628378378378378,1.221920692047583
75,75,1673740800000,POWR/USDT,0.1572,0.0635994587280108,0.1767,0.111320754716981,0.1533,0.0565127498277049,0.1597,0.0152574698029244,-3.832642761000984
76,76,1673827200000,POWR/USDT,0.1599,0.0171755725190838,0.1672,-0.0537634408602151,0.1536,0.0019569471624265,0.1588,-0.0056355666875391,-0.3744158208466382
77,77,1673913600000,POWR/USDT,0.1589,-0.0062539086929329,0.1767,0.0568181818181818,0.1573,0.0240885416666667,0.1627,0.0245591939546601,-10.234116589409135
78,78,1674000000000,POWR/USDT,0.1626,0.0232850849590935,0.1883,0.0656479909451046,0.152,-0.0336935791481246,0.153,-0.0596189305470191,2.7551379050912916
79,79,1674086400000,POWR/USDT,0.1533,-0.0571955719557195,0.1649,-0.1242697822623473,0.1529,0.0059210526315789,0.1641,0.0725490196078431,3.8062777237150955
80,80,1674172800000,POWR/USDT,0.164,0.0697977821265494,0.1757,0.0654942389326864,0.1619,0.0588620013080443,0.1751,0.0670322973796466,0.8852214732467558
81,81,1674259200000,POWR/USDT,0.1749,0.0664634146341462,0.1799,0.0239043824701195,0.1713,0.058060531192094,0.172,-0.0177041690462593,-3.449407922013519
82,82,1674345600000,POWR/USDT,0.172,-0.0165809033733562,0.1741,-0.0322401334074485,0.1685,-0.0163455925277291,0.1718,-0.0011627906976743,0.3501057222148608
83,83,1674432000000,POWR/USDT,0.1718,-0.0011627906976743,0.1746,0.0028719126938541,0.1684,-0.0005934718100891,0.1742,0.0139697322467984,1.5209426259405991
84,84,1674518400000,POWR/USDT,0.1744,0.0151338766006985,0.1877,0.0750286368843069,0.1656,-0.016627078384798,0.1689,-0.0304247990815155,2.4588390002525027
85,85,1674604800000,POWR/USDT,0.169,-0.0309633027522935,0.1799,-0.041555673947789,0.1624,-0.0193236714975846,0.1752,0.0373001776198933,1.9722247799357835
